Branch code/name,Prod_Code,mrp_code,mrp,sale_rate,vertical_value,destination_code,sale_type,acedns,ws_rate,distributor_rate,ss_rate,depot_rate,statename
,S0685,,0,304,SP,0,0,Y,0,140.74,0,0,BR
,S0110,,0,139,SP,0,0,Y,0,128.7,0,0,BR
,A1225,,0,480,AG,0,0,Y,0,2742.86,0,0,BR
,A1281,,0,280,AG,0,0,Y,0,2742.86,0,0,BR
,A1282,,0,600,AG,0,0,Y,0,3428.57,0,0,BR
,A1289,,0,480,AG,0,0,Y,0,2742.86,0,0,BR
,A1299,,0,480,AG,0,0,Y,0,2742.86,0,0,BR
,A1305,,0,480,AG,0,0,Y,0,2742.86,0,0,BR
,A1332,,0,90,AG,0,0,Y,0,1028.57,0,0,BR
,A1333,,0,90,AG,0,0,Y,0,1028.57,0,0,BR
,A0477,,0,58.5,AG,0,0,Y,0,1822.43,0,0,UP
,A0517,,0,98,AG,0,0,Y,0,508.83,0,0,UP
,S0681,,0,284,SP,0,0,Y,0,131.48,0,0,BR
,A0046,,0,100,AG,0,0,Y,0,1121,0,0,UP
,A0577,,0,100,AG,0,0,Y,0,2241,0,0,UP
,A0045,,0,100,AG,0,0,Y,0,1121,0,0,UP
,A0579,,0,100,AG,0,0,Y,0,2241,0,0,UP
,A0605,,0,96,AG,0,0,Y,0,1077,0,0,UP
,A0708,,0,96,AG,0,0,Y,0,2154,0,0,UP
,A0951,,0,46,AG,0,0,Y,0,1720,0,0,UP
,A0604,,0,90,AG,0,0,Y,0,1682,0,0,UP
,A0674,,0,192,AG,0,0,Y,0,1794,0,0,UP
,A1035,,0,192,AG,0,0,Y,0,1744.55,0,0,UP
,S0680,,0,288,SP,0,0,Y,0,133.33,0,0,BR
,A1010,,0,192,AG,0,0,Y,0,1744.55,0,0,UP
,A0392,,0,40,AG,0,0,Y,0,1038.42,0,0,UP
,A0514,,0,96,AG,0,0,Y,0,498.44,0,0,UP
,A0048,,0,100,AG,0,0,Y,0,996.88,0,0,UP
,A0683,,0,100,AG,0,0,Y,0,1038.42,0,0,UP
,A0052,,0,44,AG,0,0,Y,0,913.81,0,0,UP
,A0049,,0,44,AG,0,0,Y,0,778.82,0,0,UP
,A1025,,0,75,AG,0,0,Y,0,955.35,0,0,UP
,A1017,,0,75,AG,0,0,Y,0,955.35,0,0,UP
,A0948,,0,46,AG,0,0,Y,0,1592.25,0,0,UP
,S0679,,0,149,SP,0,0,Y,0,137.96,0,0,BR
,A0799,,0,90,AG,0,0,Y,0,1557.63,0,0,UP
,A0940,,0,240,AG,0,0,Y,0,2076.84,0,0,UP
,A0006,,0,66,AG,0,0,Y,0,1713.4,0,0,UP
,A0461,,0,90,AG,0,0,Y,0,1168.22,0,0,UP
,A0041,,0,90,AG,0,0,Y,0,778.82,0,0,UP
,A0042,,0,85,AG,0,0,Y,0,735.55,0,0,UP
,A0453,,0,80,AG,0,0,Y,0,1038.42,0,0,UP
,A1084,,0,330,AG,0,0,Y,0,1631.81,0,0,UP
,A1318,,0,48,AG,0,0,Y,0,1495.33,0,0,UP
,A1319,,0,96,AG,0,0,Y,0,1993.77,0,0,UP
,S0132,,0,159,SP,0,0,Y,0,147.22,0,0,BR
,N/A,,0,240,AG,0,0,Y,0,2492.21,0,0,UP
,A1225,,0,480,AG,0,0,Y,0,2492.21,0,0,UP
,A1294,,0,216,AG,0,0,Y,0,1121.5,0,0,UP
,A1281,,0,240,AG,0,0,Y,0,2492.21,0,0,UP
,A1299,,0,240,AG,0,0,Y,0,2492.21,0,0,UP
,A1289,,0,480,AG,0,0,Y,0,2492.21,0,0,UP
,A1305,,0,480,AG,0,0,Y,0,2492.21,0,0,UP
,A1282,,0,600,AG,0,0,Y,0,3115.26,0,0,UP
,A0457,,0,70,AG,0,0,Y,0,840,0,0,UP
,A0504,,0,15,AG,0,0,Y,0,857.14,0,0,UP
,S0135,,0,159,SP,0,0,Y,0,147.22,0,0,BR
,S0923,,0,820,SP,0,0,Y,0,766.36,0,0,UP
,S0924,,0,870,SP,0,0,Y,0,813.08,0,0,UP
,S0901,,0,80,SP,0,0,Y,0,74.77,0,0,UP
,S0979,,0,80,SP,0,0,Y,0,74.77,0,0,UP
,S0980,,0,80,SP,0,0,Y,0,74.77,0,0,UP
,S0981,,0,80,SP,0,0,Y,0,74.77,0,0,UP
,S0177,,0,80,SP,0,0,Y,0,74.77,0,0,UP
,S0626,,0,80,SP,0,0,Y,0,74.77,0,0,UP
,S0143,,0,80,SP,0,0,Y,0,74.77,0,0,UP
,S0506,,0,80,SP,0,0,Y,0,74.77,0,0,UP
,S0682,,0,364,SP,0,0,Y,0,168.52,0,0,BR
,S0075,,0,80,SP,0,0,Y,0,74.77,0,0,UP
,S0715,,0,80,SP,0,0,Y,0,74.77,0,0,UP
,S0930,,0,145,SP,0,0,Y,0,135.51,0,0,UP
,S0926,,0,145,SP,0,0,Y,0,135.51,0,0,UP
,S0614,,0,145,SP,0,0,Y,0,135.51,0,0,UP
,S0912,,0,145,SP,0,0,Y,0,135.51,0,0,UP
,S0536,,0,144,SP,0,0,Y,0,134.58,0,0,UP
,S0430,,0,200,SP,0,0,Y,0,186.92,0,0,UP
,S0685,,0,300,SP,0,0,Y,0,140.19,0,0,UP
,S0686,,0,304,SP,0,0,Y,0,142.06,0,0,UP
,S0683,,0,368,SP,0,0,Y,0,170.37,0,0,BR
,S0687,,0,157,SP,0,0,Y,0,146.73,0,0,UP
,S0676,,0,240,SP,0,0,Y,0,112.15,0,0,UP
,S0677,,0,244,SP,0,0,Y,0,114.02,0,0,UP
,S0678,,0,127,SP,0,0,Y,0,118.69,0,0,UP
,S0681,,0,280,SP,0,0,Y,0,130.84,0,0,UP
,S0680,,0,284,SP,0,0,Y,0,299.07,0,0,UP
,S0679,,0,147,SP,0,0,Y,0,137.38,0,0,UP
,S0682,,0,340,SP,0,0,Y,0,158.88,0,0,UP
,S0683,,0,344,SP,0,0,Y,0,160.75,0,0,UP
,S0684,,0,177,SP,0,0,Y,0,165.42,0,0,UP
,S0684,,0,189,SP,0,0,Y,0,175,0,0,BR
,S0691,,0,300,SP,0,0,Y,0,140.19,0,0,UP
,S0692,,0,304,SP,0,0,Y,0,142.06,0,0,UP
,S0693,,0,157,SP,0,0,Y,0,146.73,0,0,UP
,S0069,,0,360,SP,0,0,Y,0,336.45,0,0,UP
,S0065,,0,360,SP,0,0,Y,0,336.45,0,0,UP
,S0688,,0,270,SP,0,0,Y,0,252.34,0,0,UP
,S0052,,0,480,SP,0,0,Y,0,448.6,0,0,UP
,S0046,,0,480,SP,0,0,Y,0,448.6,0,0,UP
,S0056,,0,350,SP,0,0,Y,0,327.1,0,0,UP
,S0689,,0,300,SP,0,0,Y,0,280.37,0,0,UP
,S0137,,0,199,SP,0,0,Y,0,184.26,0,0,BR
,S0034,,0,600,SP,0,0,Y,0,560.75,0,0,UP
,S0028,,0,600,SP,0,0,Y,0,560.75,0,0,UP
,S0038,,0,460,SP,0,0,Y,0,429.91,0,0,UP
,S0690,,0,350,SP,0,0,Y,0,327.1,0,0,UP
,S0959,,0,1080,SP,0,0,Y,0,1009.35,0,0,UP
,S0036,,0,200,SP,0,0,Y,0,205.61,0,0,UP
,S0176,,0,200,SP,0,0,Y,0,186.92,0,0,UP
,S0965,,0,200,SP,0,0,Y,0,186.92,0,0,UP
,S0027,,0,200,SP,0,0,Y,0,186.92,0,0,UP
,S0937,,0,80,SP,0,0,Y,0,74.77,0,0,UP
,S0686,,0,308,SP,0,0,Y,0,142.59,0,0,BR
,S0139,,0,199,SP,0,0,Y,0,184.26,0,0,BR
,S0124,,0,167,SP,0,0,Y,0,156.07,0,0,UP
,S0122,,0,167,SP,0,0,Y,0,156.07,0,0,UP
,S0123,,0,177,SP,0,0,Y,0,165.42,0,0,UP
,S0121,,0,177,SP,0,0,Y,0,165.42,0,0,UP
,S0751,,0,80,SP,0,0,Y,0,74.77,0,0,UP
,S0467,,0,220,SP,0,0,Y,0,205.61,0,0,UP
,S0110,,0,137,SP,0,0,Y,0,128.04,0,0,UP
,S0108,,0,137,SP,0,0,Y,0,128.04,0,0,UP
,S0109,,0,147,SP,0,0,Y,0,137.38,0,0,UP
,S0107,,0,147,SP,0,0,Y,0,137.38,0,0,UP
,S0691,,0,304,SP,0,0,Y,0,140.74,0,0,BR
,S0947,,0,80,SP,0,0,Y,0,74.77,0,0,UP
,S0127,,0,220,SP,0,0,Y,0,205.61,0,0,UP
,S0135,,0,157,SP,0,0,Y,0,146.73,0,0,UP
,S0133,,0,157,SP,0,0,Y,0,146.73,0,0,UP
,S0134,,0,167,SP,0,0,Y,0,156.07,0,0,UP
,S0132,,0,167,SP,0,0,Y,0,156.07,0,0,UP
,S0936,,0,80,SP,0,0,Y,0,74.77,0,0,UP
,S0522,,0,220,SP,0,0,Y,0,205.61,0,0,UP
,S0139,,0,187,SP,0,0,Y,0,174.77,0,0,UP
,H0087,,0,72,SP,0,0,Y,0,67.29,0,0,UP
,S0692,,0,308,SP,0,0,Y,0,142.59,0,0,BR
,H0047,,0,80,SP,0,0,Y,0,74.77,0,0,UP
,H0051,,0,150,SP,0,0,Y,0,140.19,0,0,UP
,H0081,,0,280,SP,0,0,Y,0,261.68,0,0,UP
,H0033,,0,540,SP,0,0,Y,0,504.67,0,0,UP
,H0048,,0,660,SP,0,0,Y,0,3771.42,0,0,UP
,H0049,,0,340,SP,0,0,Y,0,317.76,0,0,UP
,P0208,,0,41,SP,0,0,Y,0,2460,0,0,UP
,P0209,,0,80,SP,0,0,Y,0,2560,0,0,UP
,P0210,,0,139,SP,0,0,Y,0,2502,0,0,UP
,P0288,,0,605,SP,0,0,Y,0,2420,0,0,UP
,S0693,,0,159,SP,0,0,Y,0,147.22,0,0,BR
,P0005,,0,726,SP,0,0,Y,0,2904,0,0,UP
,P0211,,0,27,SP,0,0,Y,0,1620,0,0,UP
,P0212,,0,53,SP,0,0,Y,0,1696,0,0,UP
,P0213,,0,75,SP,0,0,Y,0,1350,0,0,UP
,P0015,,0,203,SP,0,0,Y,0,812,0,0,UP
,P0016,,0,235,SP,0,0,Y,0,940,0,0,UP
,P0233,,0,52,SP,0,0,Y,0,936,0,0,UP
,P0004,,0,171,SP,0,0,Y,0,684,0,0,UP
,P0214,,0,27,SP,0,0,Y,0,1620,0,0,UP
,P0215,,0,53,SP,0,0,Y,0,1696,0,0,UP
,H0047,,0,80,SP,0,0,Y,0,74.09,0,0,BR
,P0216,,0,75,SP,0,0,Y,0,1350,0,0,UP
,P0012,,0,214,SP,0,0,Y,0,856,0,0,UP
,P0013,,0,246,SP,0,0,Y,0,984,0,0,UP
,P0269,,0,140,SP,0,0,Y,0,560,0,0,UP
,P0203,,0,192,SP,0,0,Y,0,936,0,0,UP
,P0228,,0,52,SP,0,0,Y,0,768,0,0,UP
,G0023,,0,292,SP,0,0,Y,0,3435,0,0,UP
,G0024,,0,340,SP,0,0,Y,0,3400,0,0,UP
,H0051,,0,150,SP,0,0,Y,0,138.89,0,0,BR
,H0081,,0,280,SP,0,0,Y,0,259.26,0,0,BR
,H0033,,0,540,SP,0,0,Y,0,500,0,0,BR
,S0071,,0,240,SP,0,0,Y,0,222.22,0,0,BR
,S0070,,0,240,SP,0,0,Y,0,222.22,0,0,BR
,S0687,,0,159,SP,0,0,Y,0,147.22,0,0,BR
,S0087,,0,425,SP,0,0,Y,0,393.52,0,0,BR
,S0085,,0,425,SP,0,0,Y,0,393.52,0,0,BR
,S0729,,0,440,SP,0,0,Y,0,407.41,0,0,BR
,S0755,,0,440,SP,0,0,Y,0,407.41,0,0,BR
,S0093,,0,900,SP,0,0,Y,0,833.33,0,0,BR
,S0092,,0,900,SP,0,0,Y,0,833.33,0,0,BR
,S0083,,0,270,SP,0,0,Y,0,250,0,0,BR
,S0082,,0,270,SP,0,0,Y,0,250,0,0,BR
,S0076,,0,300,SP,0,0,Y,0,277.78,0,0,BR
,S0074,,0,300,SP,0,0,Y,0,277.78,0,0,BR
,S0122,,0,169,SP,0,0,Y,0,156.48,0,0,BR
,S0096,,0,340,SP,0,0,Y,0,314.81,0,0,BR
,S0094,,0,340,SP,0,0,Y,0,314.81,0,0,BR
