Branch code/name,Prod_Code,prod_desc,brand_code (fk)/brand_name,brand_form_code (fk)/brand_form_name,brand_sub_form_code(fk)/brand_sub_form_name,cl_stk,acends,black_list,vertical_value,UOM1,UOM2,Conversion,Pack size,UOM3,Conversion2,TD,Focus,VAT,Pack Unit
,IDMBTB0982JS5W009,0982 DB11  JEANS-009,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,009,,,0,,,
,IDMBTB0982JS5W010,0982 DB11  JEANS-010,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,010,,,0,,,
,IDMBTB0982JS5W012,0982 DB11  JEANS-012,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,012,,,0,,,
,IDMBTB1354JS5W003,1354 DB30  JEANS-003,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,003,,,0,,,
,IDMBTB1354JS5W004,1354 DB30  JEANS-004,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,004,,,0,,,
,IDMBTB1354JS5W005,1354 DB30  JEANS-005,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,005,,,0,,,
,IDMBTB1354JS5W006,1354 DB30  JEANS-006,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,006,,,0,,,
,IDMBTB1354JS5W008,1354 DB30  JEANS-008,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,008,,,0,,,
,IDMBTB1354JS5W009,1354 DB30  JEANS-009,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,009,,,0,,,
,IDMBTB1354JS5W010,1354 DB30  JEANS-010,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,010,,,0,,,
,IDMBTB1354JS5W012,1354 DB30  JEANS-012,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,012,,,0,,,
,IDMBTB1355JS5W003,1355 DB31  JEANS-003,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,003,,,0,,,
,IDMBTB1355JS5W004,1355 DB31  JEANS-004,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,004,,,0,,,
,IDMBTB1355JS5W005,1355 DB31  JEANS-005,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,005,,,0,,,
,IDMBTB1355JS5W006,1355 DB31  JEANS-006,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,006,,,0,,,
,IDMBTB1355JS5W008,1355 DB31  JEANS-008,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,008,,,0,,,
,IDMBTB1355JS5W009,1355 DB31  JEANS-009,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,009,,,0,,,
,IDMBTB1355JS5W010,1355 DB31  JEANS-010,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,010,,,0,,,
,IDMBTB1355JS5W012,1355 DB31  JEANS-012,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,012,,,0,,,
,IDMBTB1356JS5W003,1356 DB32  JEANS-003,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,003,,,0,,,
,IDMBTB1356JS5W004,1356 DB32  JEANS-004,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,004,,,0,,,
,IDMBTB1356JS5W005,1356 DB32  JEANS-005,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,005,,,0,,,
,IDMBTB1356JS5W006,1356 DB32  JEANS-006,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,006,,,0,,,
,IDMBTB1356JS5W008,1356 DB32  JEANS-008,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,008,,,0,,,
,IDMBTB1356JS5W009,1356 DB32  JEANS-009,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,009,,,0,,,
,IDMBTB1356JS5W010,1356 DB32  JEANS-010,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,010,,,0,,,
,IDMBTB1356JS5W012,1356 DB32  JEANS-012,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,012,,,0,,,
,IDMBTB1357JS5W003,1357 DB33  JEANS-003,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,003,,,0,,,
,IDMBTB1357JS5W004,1357 DB33  JEANS-004,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,004,,,0,,,
,IDMBTB1357JS5W005,1357 DB33  JEANS-005,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,005,,,0,,,
,IDMBTB1357JS5W006,1357 DB33  JEANS-006,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,006,,,0,,,
,IDMBTB1357JS5W008,1357 DB33  JEANS-008,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,008,,,0,,,
,IDMBTB1357JS5W009,1357 DB33  JEANS-009,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,009,,,0,,,
,IDMBTB1357JS5W010,1357 DB33  JEANS-010,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,010,,,0,,,
,IDMBTB1357JS5W012,1357 DB33  JEANS-012,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,012,,,0,,,
,IDMBTB969CDE00003,0969 DB17 3/4 TH-03,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,003,,,0,,,
,IDMBTB969CDE00004,0969 DB17 3/4 TH-04,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,004,,,0,,,
,IDMBTB969CDE00005,0969 DB17 3/4 TH-05,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,005,,,0,,,
,IDMBTB969CDE00006,0969 DB17 3/4 TH-06,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,006,,,0,,,
,IDMBTB969CDE00008,0969 DB17 3/4 TH-08,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,008,,,0,,,
,IDMBTB969CDE00009,0969 DB17 3/4 TH-09,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,009,,,0,,,
,IDMBTB969CDE00010,0969 DB17 3/4 TH-10,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,010,,,0,,,
,IDMBTB969CDE00012,0969 DB17 3/4 TH-12,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,012,,,0,,,
,IDMBTB970CDE00003,0970 DB18 3/4 TH-03,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,003,,,0,,,
,IDMBTB970CDE00004,0970 DB18 3/4 TH-04,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,004,,,0,,,
,IDMBTB970CDE00005,0970 DB18 3/4 TH-05,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,005,,,0,,,
,IDMBTB970CDE00006,0970 DB18 3/4 TH-06,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,006,,,0,,,
,IDMBTB970CDE00008,0970 DB18 3/4 TH-08,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,008,,,0,,,
,IDMBTB970CDE00009,0970 DB18 3/4 TH-09,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,009,,,0,,,
,IDMBTB970CDE00010,0970 DB18 3/4 TH-10,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,010,,,0,,,
,IDMBTB970CDE00012,0970 DB18 3/4 TH-12,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,012,,,0,,,
,IDMBTB972PDE00003,0972 DB05 FULL-LENGTH-03,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,003,,,0,,,
,IDMBTB972PDE00004,0972 DB05 FULL-LENGTH-04,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,004,,,0,,,
,IDMBTB972PDE00005,0972 DB05 FULL-LENGTH-05,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,005,,,0,,,
,IDMBTB972PDE00006,0972 DB05 FULL-LENGTH-06,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,006,,,0,,,
,IDMBTB972PDE00008,0972 DB05 FULL-LENGTH-08,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,008,,,0,,,
,IDMBTB972PDE00009,0972 DB05 FULL-LENGTH-09,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,009,,,0,,,
,IDMBTB972PDE00010,0972 DB05 FULL-LENGTH-10,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,010,,,0,,,
,IDMBTB972PDE00012,0972 DB05 FULL-LENGTH-12,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,012,,,0,,,
,IDMBTB973PDE00003,0973 DB06 FULL-LENGTH-03,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,003,,,0,,,
,IDMBTB973PDE00004,0973 DB06 FULL-LENGTH-04,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,004,,,0,,,
,IDMBTB973PDE00005,0973 DB06 FULL-LENGTH-05,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,005,,,0,,,
,IDMBTB973PDE00006,0973 DB06 FULL-LENGTH-06,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,006,,,0,,,
,IDMBTB973PDE00008,0973 DB06 FULL-LENGTH-08,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,008,,,0,,,
,IDMBTB973PDE00009,0973 DB06 FULL-LENGTH-09,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,009,,,0,,,
,IDMBTB973PDE00010,0973 DB06 FULL-LENGTH-10,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,010,,,0,,,
,IDMBTB973PDE00012,0973 DB06 FULL-LENGTH-12,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,012,,,0,,,
,IDMBTB974PDE00003,0974 DB08 FULL-LENGTH-03,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,003,,,0,,,
,IDMBTB974PDE00004,0974 DB08 FULL-LENGTH-04,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,004,,,0,,,
,IDMBTB974PDE00005,0974 DB08 FULL-LENGTH-05,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,005,,,0,,,
,IDMBTB974PDE00006,0974 DB08 FULL-LENGTH-06,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,006,,,0,,,
,IDMBTB974PDE00008,0974 DB08 FULL-LENGTH-08,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,008,,,0,,,
,IDMBTB974PDE00009,0974 DB08 FULL-LENGTH-09,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,009,,,0,,,
,IDMBTB974PDE00010,0974 DB08 FULL-LENGTH-10,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,010,,,0,,,
,IDMBTB974PDE00012,0974 DB08 FULL-LENGTH-12,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,012,,,0,,,
,IDMBTB975PDE00003,0975 DB09 FULL-LENGTH-03,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,003,,,0,,,
,IDMBTB975PDE00004,0975 DB09 FULL-LENGTH-04,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,004,,,0,,,
,IDMBTB975PDE00005,0975 DB09 FULL-LENGTH-05,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,005,,,0,,,
,IDMBTB975PDE00006,0975 DB09 FULL-LENGTH-06,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,006,,,0,,,
,IDMBTB975PDE00008,0975 DB09 FULL-LENGTH-08,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,008,,,0,,,
,IDMBTB975PDE00009,0975 DB09 FULL-LENGTH-09,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,009,,,0,,,
,IDMBTB975PDE00010,0975 DB09 FULL-LENGTH-10,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,010,,,0,,,
,IDMBTB975PDE00012,0975 DB09 FULL-LENGTH-12,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,012,,,0,,,
,IDMBTB976PDE00003,0976 DB13 FULL-LENGTH-03,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,003,,,0,,,
,IDMBTB976PDE00004,0976 DB13 FULL-LENGTH-04,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,004,,,0,,,
,IDMBTB976PDE00005,0976 DB13 FULL-LENGTH-05,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,005,,,0,,,
,IDMBTB976PDE00006,0976 DB13 FULL-LENGTH-06,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,006,,,0,,,
,IDMBTB976PDE00008,0976 DB13 FULL-LENGTH-08,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,008,,,0,,,
,IDMBTB976PDE00009,0976 DB13 FULL-LENGTH-09,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,009,,,0,,,
,IDMBTB976PDE00010,0976 DB13 FULL-LENGTH-10,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,010,,,0,,,
,IDMBTB976PDE00012,0976 DB13 FULL-LENGTH-12,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,012,,,0,,,
,IDMBTB977PDE00003,0977 DB25 FULL-LENGTH-03,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,003,,,0,,,
,IDMBTB977PDE00004,0977 DB25 FULL-LENGTH-04,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,004,,,0,,,
,IDMBTB977PDE00005,0977 DB25 FULL-LENGTH-05,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,005,,,0,,,
,IDMBTB977PDE00006,0977 DB25 FULL-LENGTH-06,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,006,,,0,,,
,IDMBTB977PDE00008,0977 DB25 FULL-LENGTH-08,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,008,,,0,,,
,IDMBTB977PDE00009,0977 DB25 FULL-LENGTH-09,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,009,,,0,,,
,IDMBTB977PDE00010,0977 DB25 FULL-LENGTH-10,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,010,,,0,,,
,IDMBTB977PDE00012,0977 DB25 FULL-LENGTH-12,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,012,,,0,,,
,IDMBTB978PDE00003,0978 DB26 FULL-LENGTH-03,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,003,,,0,,,
,IDMBTB978PDE00004,0978 DB26 FULL-LENGTH-04,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,004,,,0,,,
,IDMBTB978PDE00005,0978 DB26 FULL-LENGTH-05,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,005,,,0,,,
,IDMBTB978PDE00006,0978 DB26 FULL-LENGTH-06,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,006,,,0,,,
,IDMBTB978PDE00008,0978 DB26 FULL-LENGTH-08,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,008,,,0,,,
,IDMBTB978PDE00009,0978 DB26 FULL-LENGTH-09,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,009,,,0,,,
,IDMBTB978PDE00010,0978 DB26 FULL-LENGTH-10,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,010,,,0,,,
,IDMBTB978PDE00012,0978 DB26 FULL-LENGTH-12,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,012,,,0,,,
,IDMBTB979PDE00003,0979 DB27 FULL-LENGTH-03,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,003,,,0,,,
,IDMBTB979PDE00004,0979 DB27 FULL-LENGTH-04,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,004,,,0,,,
,IDMBTB979PDE00005,0979 DB27 FULL-LENGTH-05,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,005,,,0,,,
,IDMBTB979PDE00006,0979 DB27 FULL-LENGTH-06,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,006,,,0,,,
,IDMBTB979PDE00008,0979 DB27 FULL-LENGTH-08,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,008,,,0,,,
,IDMBTB979PDE00009,0979 DB27 FULL-LENGTH-09,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,009,,,0,,,
,IDMBTB979PDE00010,0979 DB27 FULL-LENGTH-10,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,010,,,0,,,
,IDMBTB979PDE00012,0979 DB27 FULL-LENGTH-12,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,012,,,0,,,
,IDMBTB980PDE00003,0980 DB28 FULL-LENGTH-03,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,003,,,0,,,
,IDMBTB980PDE00004,0980 DB28 FULL-LENGTH-04,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,004,,,0,,,
,IDMBTB980PDE00005,0980 DB28 FULL-LENGTH-05,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,005,,,0,,,
,IDMBTB980PDE00006,0980 DB28 FULL-LENGTH-06,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,006,,,0,,,
,IDMBTB980PDE00008,0980 DB28 FULL-LENGTH-08,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,008,,,0,,,
,IDMBTB980PDE00009,0980 DB28 FULL-LENGTH-09,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,009,,,0,,,
,IDMBTB980PDE00010,0980 DB28 FULL-LENGTH-10,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,010,,,0,,,
,IDMBTB980PDE00012,0980 DB28 FULL-LENGTH-12,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,012,,,0,,,
,IDMBTB981PDE00003,0981 DB29 FULL-LENGTH-03,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,003,,,0,,,
,IDMBTB981PDE00004,0981 DB29 FULL-LENGTH-04,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,004,,,0,,,
,IDMBTB981PDE00005,0981 DB29 FULL-LENGTH-05,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,005,,,0,,,
,IDMBTB981PDE00006,0981 DB29 FULL-LENGTH-06,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,006,,,0,,,
,IDMBTB981PDE00008,0981 DB29 FULL-LENGTH-08,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,008,,,0,,,
,IDMBTB981PDE00009,0981 DB29 FULL-LENGTH-09,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,009,,,0,,,
,IDMBTB981PDE00010,0981 DB29 FULL-LENGTH-10,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,010,,,0,,,
,IDMBTB981PDE00012,0981 DB29 FULL-LENGTH-12,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,012,,,0,,,
,IDMBTB983PDE00003,0983 DB15 FULL-LENGTH-03,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,003,,,0,,,
,IDMBTB983PDE00004,0983 DB15 FULL-LENGTH-04,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,004,,,0,,,
,IDMBTB983PDE00005,0983 DB15 FULL-LENGTH-05,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,005,,,0,,,
,IDMBTB983PDE00006,0983 DB15 FULL-LENGTH-06,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,006,,,0,,,
,IDMBTB983PDE00008,0983 DB15 FULL-LENGTH-08,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,008,,,0,,,
,IDMBTB983PDE00009,0983 DB15 FULL-LENGTH-09,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,009,,,0,,,
,IDMBTB983PDE00010,0983 DB15 FULL-LENGTH-10,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,010,,,0,,,
,IDMBTB983PDE00012,0983 DB15 FULL-LENGTH-12,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,012,,,0,,,
,IDMBTB984PDE00003,0984 DB16 FULL-LENGTH-03,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,003,,,0,,,
,IDMBTB984PDE00004,0984 DB16 FULL-LENGTH-04,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,004,,,0,,,
,IDMBTB984PDE00005,0984 DB16 FULL-LENGTH-05,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,005,,,0,,,
,IDMBTB984PDE00006,0984 DB16 FULL-LENGTH-06,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,006,,,0,,,
,IDMBTB984PDE00008,0984 DB16 FULL-LENGTH-08,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,008,,,0,,,
,IDMBTB984PDE00009,0984 DB16 FULL-LENGTH-09,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,009,,,0,,,
,IDMBTB984PDE00010,0984 DB16 FULL-LENGTH-10,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,010,,,0,,,
,IDMBTB984PDE00012,0984 DB16 FULL-LENGTH-12,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,012,,,0,,,
,IDMBTB986SDE00003,0986 DB23 SHORTS-03,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,003,,,0,,,
,IDMBTB986SDE00004,0986 DB23 SHORTS-04,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,004,,,0,,,
,IDMBTB986SDE00005,0986 DB23 SHORTS-05,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,005,,,0,,,
,IDMBTB986SDE00006,0986 DB23 SHORTS-06,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,006,,,0,,,
,IDMBTB986SDE00008,0986 DB23 SHORTS-08,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,008,,,0,,,
,IDMBTB986SDE00009,0986 DB23 SHORTS-09,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,009,,,0,,,
,IDMBTB986SDE00010,0986 DB23 SHORTS-10,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,010,,,0,,,
,IDMBTB986SDE00012,0986 DB23 SHORTS-12,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,012,,,0,,,
,IDMBTG0993LE5W003,0993 DES300  PEDDLE PUSHER-003,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,003,,,0,,,
,IDMBTG0993LE5W004,0993 DES300  PEDDLE PUSHER-004,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,004,,,0,,,
,IDMBTG0993LE5W005,0993 DES300  PEDDLE PUSHER-005,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,005,,,0,,,
,IDMBTG0993LE5W006,0993 DES300  PEDDLE PUSHER-006,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,006,,,0,,,
,IDMBTG0993LE5W008,0993 DES300  PEDDLE PUSHER-008,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,008,,,0,,,
,IDMBTG0993LE5W009,0993 DES300  PEDDLE PUSHER-009,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,009,,,0,,,
,IDMBTG0993LE5W010,0993 DES300  PEDDLE PUSHER-010,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,010,,,0,,,
,IDMBTG0993LE5W012,0993 DES300  PEDDLE PUSHER-012,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,012,,,0,,,
,IDMBTG0994LE5W003,0994 DES309  PEDDLE PUSHER-003,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,003,,,0,,,
,IDMBTG0994LE5W004,0994 DES309  PEDDLE PUSHER-004,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,004,,,0,,,
,IDMBTG0994LE5W005,0994 DES309  PEDDLE PUSHER-005,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,005,,,0,,,
,IDMBTG0994LE5W006,0994 DES309  PEDDLE PUSHER-006,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,006,,,0,,,
,IDMBTG0994LE5W008,0994 DES309  PEDDLE PUSHER-008,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,008,,,0,,,
,IDMBTG0994LE5W009,0994 DES309  PEDDLE PUSHER-009,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,009,,,0,,,
,IDMBTG0994LE5W010,0994 DES309  PEDDLE PUSHER-010,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,010,,,0,,,
,IDMBTG0994LE5W012,0994 DES309  PEDDLE PUSHER-012,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,012,,,0,,,
,IDMBTG1000LE5W003,1000 DES306  PEDDLE PUSHER-003,DENIM BOTTOM,,,0,Y,N,DENIM,PC,,,003,,,0,,,
