Branch code/name,Prod_Code,prod_desc,brand_code (fk)/brand_name,brand_form_code (fk)/brand_form_name,brand_sub_form_code(fk)/brand_sub_form_name,cl_stk,acends,black_list,vertical_value,UOM1,UOM2,Conversion,Pack size,UOM3,Conversion2,TD
,3000003091,3000003091 : CPVC PIPE 15MM 3M SDR13.5,CPVC,PIPE,SDR-13.5,0,Y,N,,BNDL,Pcs,50,,,,0
,3000002656,3000002656 : CPVC PIPE 20MM 3M SDR13.5,CPVC,PIPE,SDR-13.5,0,Y,N,,BNDL,Pcs,50,,,,0
,3000002659,3000002659 : CPVC PIPE 25MM 3M SDR13.5,CPVC,PIPE,SDR-13.5,0,Y,N,,BNDL,Pcs,25,,,,0
,3000003081,3000003081 : CPVC PIPE 32MM 3M SDR13.5,CPVC,PIPE,SDR-13.5,0,Y,N,,BNDL,Pcs,25,,,,0
,3000003082,3000003082 : CPVC PIPE 40MM 3M SDR13.5,CPVC,PIPE,SDR-13.5,0,Y,N,,BNDL,Pcs,20,,,,0
,3000003083,3000003083 : CPVC PIPE 50MM 3M SDR13.5,CPVC,PIPE,SDR-13.5,0,Y,N,,BNDL,Pcs,10,,,,0
,3000003092,3000003092 : CPVC PIPE 15MM 3M SDR11,CPVC,PIPE,SDR-11,0,Y,N,,BNDL,Pcs,50,,,,0
,3000002657,3000002657 : CPVC PIPE 20MM 3M SDR11,CPVC,PIPE,SDR-11,0,Y,N,,BNDL,Pcs,50,,,,0
,3000002658,3000002658 : CPVC PIPE 25MM 3M SDR11,CPVC,PIPE,SDR-11,0,Y,N,,BNDL,Pcs,25,,,,0
,3000003084,3000003084 : CPVC PIPE 32MM 3M SDR11,CPVC,PIPE,SDR-11,0,Y,N,,BNDL,Pcs,25,,,,0
,3000003085,3000003085 : CPVC PIPE 40MM 3M SDR11,CPVC,PIPE,SDR-11,0,Y,N,,BNDL,Pcs,20,,,,0
,3000003086,3000003086 : CPVC PIPE 50MM 3M SDR11,CPVC,PIPE,SDR-11,0,Y,N,,BNDL,Pcs,10,,,,0
,3000002980,3000002980 : CPVC FITTINGS ELBOW 90DEG 15MM,CPVC,FITTINGS,Elbow(90?),0,Y,N,,BOX,Pcs,700,,,,0
,3000002660,3000002660 : CPVC FITTINGS ELBOW 90? 20MM,CPVC,FITTINGS,Elbow(90?),0,Y,N,,BOX,Pcs,300,,,,0
,3000002661,3000002661 : CPVC FITTINGS ELBOW 90? 25MM,CPVC,FITTINGS,Elbow(90?),0,Y,N,,BOX,Pcs,160,,,,0
,3000002981,3000002981 : CPVC FITTINGS ELBOW 90DEG 32MM,CPVC,FITTINGS,Elbow(90?),0,Y,N,,BOX,Pcs,75,,,,0
,3000003176,3000003176 : CPVC FITTINGS ELBOW 90DEG 40MM,CPVC,FITTINGS,Elbow(90?),0,Y,N,,BOX,Pcs,50,,,,0
,3000003177,3000003177 : CPVC FITTINGS ELBOW 90DEG 50MM,CPVC,FITTINGS,Elbow(90?),0,Y,N,,BOX,Pcs,20,,,,0
,3000003173,3000003173 : CPVC FITTINGS ELBOW 90D REDUCER 20X15MM,CPVC,FITTINGS,Elbow (90?) Reducer,0,Y,N,,BOX,Pcs,450,,,,0
,3000003976,3000003976 : CPVC FITTING ELBOW 90D REDUCER 25X15MM,CPVC,FITTINGS,Elbow (90?) Reducer,0,Y,N,,BOX,Pcs,250,,,,0
,3000003977,3000003977 : CPVC FITTING ELBOW 90D REDUCER 25X20MM,CPVC,FITTINGS,Elbow (90?) Reducer,0,Y,N,,BOX,Pcs,250,,,,0
,3000003516,3000003516 : CPVC FITTINGS ELBOW 90D REDBRASS 15X15MM,CPVC,FITTINGS,Elbow (90?) Reducer Brass,0,Y,N,,BOX,Pcs,360,,,,0
,3000003066,3000003066 : CPVC FITTINGS ELBOW 90D REDBRASS 20X15MM,CPVC,FITTINGS,Elbow (90?) Reducer Brass,0,Y,N,,BOX,Pcs,250,,,,0
,3000003517,3000003517 : CPVC FITTINGS ELBOW 90D REDBRASS 20X20MM,CPVC,FITTINGS,Elbow (90?) Reducer Brass,0,Y,N,,BOX,Pcs,250,,,,0
,3000003175,3000003175 : CPVC FITTINGS ELBOW 90D REDBRASS 25X15MM,CPVC,FITTINGS,Elbow (90?) Reducer Brass,0,Y,N,,BOX,Pcs,180,,,,0
,3000004006,3000004006 : CPVC FITTING ELBOW 90D REDBRASS 25X20MM,CPVC,FITTINGS,Elbow (90?) Reducer Brass,0,Y,N,,BOX,Pcs,150,,,,0
,3000004007,3000004007 : CPVC FITTING ELBOW 90D REDBRASS 25X25MM,CPVC,FITTINGS,Elbow (90?) Reducer Brass,0,Y,N,,BOX,Pcs,150,,,,0
,3000004009,3000004009 : CPVC FITTING ELBOW 90D REDBRASS 32X15MM,CPVC,FITTINGS,Elbow (90?) Reducer Brass,0,Y,N,,BOX,Pcs,75,,,,0
,3000004010,3000004010 : CPVC FITTING ELBOW 90D REDBRASS 32X20MM,CPVC,FITTINGS,Elbow (90?) Reducer Brass,0,Y,N,,BOX,Pcs,75,,,,0
,3000004011,3000004011 : CPVC FITTINGS ELBOW 90D REDBRASS 32X25MM,CPVC,FITTINGS,Elbow (90?) Reducer Brass,0,Y,N,,BOX,Pcs,75,,,,0
,3000002984,3000002984 : CPVC FITTINGS TEE 15MM,CPVC,FITTINGS,Tee,0,Y,N,,BOX,Pcs,500,,,,0
,3000002663,3000002663 : CPVC FITTINGS TEE 20MM,CPVC,FITTINGS,Tee,0,Y,N,,BOX,Pcs,200,,,,0
,3000002664,3000002664 : CPVC FITTINGS TEE 25MM,CPVC,FITTINGS,Tee,0,Y,N,,BOX,Pcs,100,,,,0
,3000002985,3000002985 : CPVC FITTINGS TEE 32MM,CPVC,FITTINGS,Tee,0,Y,N,,BOX,Pcs,72,,,,0
,3000002986,3000002986 : CPVC FITTINGS TEE 40MM,CPVC,FITTINGS,Tee,0,Y,N,,BOX,Pcs,36,,,,0
,3000002987,3000002987 : CPVC FITTINGS TEE 50MM,CPVC,FITTINGS,Tee,0,Y,N,,BOX,Pcs,18,,,,0
,3000002998,3000002998 : CPVC FITTINGS TEE BRASS 15X15X15MM,CPVC,FITTINGS,Tee Brass,0,Y,N,,BOX,Pcs,300,,,,0
,3000002999,3000002999 : CPVC FITTINGS TEE BRASS 20X20X15MM,CPVC,FITTINGS,Tee Brass,0,Y,N,,BOX,Pcs,180,,,,0
,3000004003,3000004003 : CPVC FITTINGS TEE BRASS 20X20X20MM,CPVC,FITTINGS,Tee Brass,0,Y,N,,BOX,Pcs,150,,,,0
,3000003187,3000003187 : CPVC FITTINGS TEE BRASS 25X25X15MM,CPVC,FITTINGS,Tee Brass,0,Y,N,,BOX,Pcs,100,,,,0
,3000004004,3000004004 : CPVC FITTINGS TEE BRASS 25X20X20MM,CPVC,FITTINGS,Tee Brass,0,Y,N,,BOX,Pcs,100,,,,0
,3000004005,3000004005 : CPVC FITTINGS TEE BRASS 32X32X15MM,CPVC,FITTINGS,Tee Brass,0,Y,N,,BOX,Pcs,75,,,,0
,3000003988,3000003988 : CPVC FITTINGS TEE REDUCER 15X15X20MM,CPVC,FITTINGS,Tee Reducer,0,Y,N,,BOX,Pcs,300,,,,0
,3000003836,3000003836 : CPVC FITTINGS TEE REDUCER 20X15X15MM,CPVC,FITTINGS,Tee Reducer,0,Y,N,,BOX,Pcs,300,,,,0
,3000003837,3000003837 : CPVC FITTINGS TEE REDUCER 20X15X20MM,CPVC,FITTINGS,Tee Reducer,0,Y,N,,BOX,Pcs,800,,,,0
,3000002665,3000002665 : CPVC FITTINGS TEE REDUCER 20X20X15MM,CPVC,FITTINGS,Tee Reducer,0,Y,N,,BOX,Pcs,300,,,,0
