Branch code/name,Prod_Code,prod_desc,brand_code (fk)/brand_name,brand_form_code (fk)/brand_form_name,brand_sub_form_code(fk)/brand_sub_form_name,cl_stk,acends,black_list,vertical_value,UOM1,UOM2,Conversion,Pack size,UOM3,Conversion2,TD,Formulation,Pack Type
1000D,400000126,Mustard 1 ltr Pouch,Mustard,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,0,no,Pouch
1000D,400000128,Palm 500 ml Pouch,Palm,,,0,Y,N,HBC:Rasoi:BIB,Case,Ltr,10,CP,MT,1111.11,5,no,Pouch
1000D,400000139,Sunflower 1 ltr Pouch (10pc),Sunflower,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,10,CP,MT,1098.9,5,no,Pouch
1000D,400000140,Soyabean 1 ltr Pouch,Soyabean,,,0,Y,N,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,5,no,Pouch
1000D,400000141,Palm 1 ltr Pouch (10pc),Palm,,,0,Y,N,HBC:Rasoi:BIB,Case,Ltr,10,CP,MT,1111.11,5,no,Pouch
1000D,400000151,Palm 15 kg Tin,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.67,BP,MT,1111.11,10,no,TIN
1000D,400000152,Palm 15 ltr Tin,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1111.11,10,no,TIN
1000D,400000153,Soyabean 15 ltr Tin,Soyabean,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1098.9,10,no,TIN
1000D,400000154,Soyabean 15 kg Tin,Soyabean,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.48,BP,MT,1098.9,10,no,TIN
1000D,400000159,Mustard 500 ml Bottle,Mustard,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,0,no,Pet
1000D,400000170,Soyabean 500 ml Pouch,Soyabean,,,0,Y,N,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,5,no,Pouch
1000D,400000173,Mustard 500 ml Pouch,Mustard,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,0,no,Pouch
1000D,400000252,Mustard 1 ltr Bottle,Mustard,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,0,no,Pet
1000D,400000254,Mustard 200 ml Bottle,Mustard,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,0,no,Pet
1000D,400000255,Soyabean 5 ltr Jar,Soyabean,,,0,Y,N,HBC:Rasoi:BIB,Case,Ltr,20,CP,MT,1098.9,5,no,JAR
1000D,400000256,Soyabean 1 ltr Bottle,Soyabean,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,5,no,Pet
1000D,400000257,Soyabean 500 ml Bottle,Soyabean,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,5,no,Pet
1000D,400000259,Sunflower 500 ml Pouch,Sunflower,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,10,CP,MT,1098.9,5,no,Pouch
1000D,400000260,Sunflower 1 ltr Pouch (16pc),Sunflower,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16,CP,MT,1098.9,5,no,Pouch
1000D,400000273,Sunflower 15 kg Tin,Sunflower,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.48,BP,MT,1098.9,10,no,TIN
1000D,400000275,Sunflower 15 ltr Tin,Sunflower,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1098.9,10,no,TIN
1000D,400000360,Sun n Lite 15 ltr Tin,Sunflower,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1098.9,10,no,TIN
1000D,400000362,Gold n Lite 15 kg Tin,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.67,BP,MT,1111.11,10,no,TIN
1000D,400000370,Gold n Lite 15 ltr Tin,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1111.11,10,no,TIN
1000D,400000373,Rasoi 15 ltr Tin,Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1114.21,0,no,TIN
1000D,400000377,Gold n Lite 15 ltr Jar,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1111.11,10,no,JAR
1000D,400000378,Soyalite 15 ltr Jar,Soyabean,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1098.9,10,no,JAR
1000D,400000387,Gold n Lite 500 ml Pouch,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,10,CP,MT,1111.11,5,no,Pouch
1000D,400000397,Soyabean 15 ltr Jar,Soyabean,,,0,Y,N,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1098.9,10,no,JAR
1000D,400000396,Palm  15 ltr Jar,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1111.11,10,no,JAR
1000D,400000441,Rasoi 15 kg Jar (Blue),Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.71,BP,MT,1114.21,0,no,JAR
1000D,400000449,Rasoi 15 kg Jar (Gold),Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.71,BP,MT,1114.21,0,no,JAR
1000D,400000454,Rasoi 1 ltr Pouch (Yellow),Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16,CP,MT,1114.21,0,no,Pouch
1000D,400000455,Rasoi 1 ltr Pouch (Siliguri),Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16,CP,MT,1114.21,0,no,Pouch
1000D,400000430,Blend 15 ltr Tin,Blend,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1098.9,0,no,TIN
1000D,400000356,Bake Magic,Bake Magic,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.71,BP,MT,1114.21,10,no,Bakery
9110,400000126,Mustard 1 ltr Pouch,Mustard,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,0,no,Pouch
9110,400000128,Palm 500 ml Pouch,Palm,,,0,Y,N,HBC:Rasoi:BIB,Case,Ltr,10,CP,MT,1111.11,5,no,Pouch
9110,400000139,Sunflower 1 ltr Pouch (10pc),Sunflower,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,10,CP,MT,1098.9,5,no,Pouch
9110,400000140,Soyabean 1 ltr Pouch,Soyabean,,,0,Y,N,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,5,no,Pouch
9110,400000141,Palm 1 ltr Pouch (10pc),Palm,,,0,Y,N,HBC:Rasoi:BIB,Case,Ltr,10,CP,MT,1111.11,5,no,Pouch
9110,400000151,Palm 15 kg Tin,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.67,BP,MT,1111.11,10,no,TIN
9110,400000152,Palm 15 ltr Tin,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1111.11,10,no,TIN
9110,400000153,Soyabean 15 ltr Tin,Soyabean,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1098.9,10,no,TIN
9110,400000154,Soyabean 15 kg Tin,Soyabean,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.48,BP,MT,1098.9,10,no,TIN
9110,400000159,Mustard 500 ml Bottle,Mustard,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,0,no,Pet
9110,400000170,Soyabean 500 ml Pouch,Soyabean,,,0,Y,N,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,5,no,Pouch
9110,400000173,Mustard 500 ml Pouch,Mustard,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,0,no,Pouch
9110,400000252,Mustard 1 ltr Bottle,Mustard,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,0,no,Pet
9110,400000254,Mustard 200 ml Bottle,Mustard,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,0,no,Pet
9110,400000255,Soyabean 5 ltr Jar,Soyabean,,,0,Y,N,HBC:Rasoi:BIB,Case,Ltr,20,CP,MT,1098.9,5,no,JAR
9110,400000256,Soyabean 1 ltr Bottle,Soyabean,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,5,no,Pet
9110,400000257,Soyabean 500 ml Bottle,Soyabean,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,5,no,Pet
9110,400000259,Sunflower 500 ml Pouch,Sunflower,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,10,CP,MT,1098.9,5,no,Pouch
9110,400000260,Sunflower 1 ltr Pouch (16pc),Sunflower,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16,CP,MT,1098.9,5,no,Pouch
9110,400000273,Sunflower 15 kg Tin,Sunflower,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.48,BP,MT,1098.9,10,no,TIN
9110,400000275,Sunflower 15 ltr Tin,Sunflower,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1098.9,10,no,TIN
9110,400000360,Sun n Lite 15 ltr Tin,Sunflower,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1098.9,10,no,TIN
9110,400000362,Gold n Lite 15 kg Tin,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.67,BP,MT,1111.11,10,no,TIN
9110,400000370,Gold n Lite 15 ltr Tin,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1111.11,10,no,TIN
9110,400000373,Rasoi 15 ltr Tin,Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1114.21,0,no,TIN
9110,400000377,Gold n Lite 15 ltr Jar,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1111.11,10,no,JAR
9110,400000378,Soyalite 15 ltr Jar,Soyabean,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1098.9,10,no,JAR
9110,400000387,Gold n Lite 500 ml Pouch,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,10,CP,MT,1111.11,5,no,Pouch
9110,400000397,Soyabean 15 ltr Jar,Soyabean,,,0,Y,N,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1098.9,10,no,JAR
9110,400000396,Palm  15 ltr Jar,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1111.11,10,no,JAR
9110,400000441,Rasoi 15 kg Jar (Blue),Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.71,BP,MT,1114.21,0,no,JAR
9110,400000449,Rasoi 15 kg Jar (Gold),Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.71,BP,MT,1114.21,0,no,JAR
9110,400000454,Rasoi 1 ltr Pouch (Yellow),Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16,CP,MT,1114.21,0,no,Pouch
9110,400000455,Rasoi 1 ltr Pouch (Siliguri),Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16,CP,MT,1114.21,0,no,Pouch
9110,400000430,Blend 15 ltr Tin,Blend,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1098.9,0,no,TIN
9110,400000356,Bake Magic,Bake Magic,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.71,BP,MT,1114.21,10,no,Bakery
9117,400000126,Mustard 1 ltr Pouch,Mustard,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,0,no,Pouch
9117,400000128,Palm 500 ml Pouch,Palm,,,0,Y,N,HBC:Rasoi:BIB,Case,Ltr,10,CP,MT,1111.11,5,no,Pouch
9117,400000139,Sunflower 1 ltr Pouch (10pc),Sunflower,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,10,CP,MT,1098.9,5,no,Pouch
9117,400000140,Soyabean 1 ltr Pouch,Soyabean,,,0,Y,N,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,5,no,Pouch
9117,400000141,Palm 1 ltr Pouch (10pc),Palm,,,0,Y,N,HBC:Rasoi:BIB,Case,Ltr,10,CP,MT,1111.11,5,no,Pouch
9117,400000151,Palm 15 kg Tin,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.67,BP,MT,1111.11,10,no,TIN
9117,400000152,Palm 15 ltr Tin,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1111.11,10,no,TIN
9117,400000153,Soyabean 15 ltr Tin,Soyabean,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1098.9,10,no,TIN
9117,400000154,Soyabean 15 kg Tin,Soyabean,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.48,BP,MT,1098.9,10,no,TIN
9117,400000159,Mustard 500 ml Bottle,Mustard,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,0,no,Pet
9117,400000170,Soyabean 500 ml Pouch,Soyabean,,,0,Y,N,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,5,no,Pouch
9117,400000173,Mustard 500 ml Pouch,Mustard,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,0,no,Pouch
9117,400000252,Mustard 1 ltr Bottle,Mustard,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,0,no,Pet
9117,400000254,Mustard 200 ml Bottle,Mustard,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,0,no,Pet
9117,400000255,Soyabean 5 ltr Jar,Soyabean,,,0,Y,N,HBC:Rasoi:BIB,Case,Ltr,20,CP,MT,1098.9,5,no,JAR
9117,400000256,Soyabean 1 ltr Bottle,Soyabean,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,5,no,Pet
9117,400000257,Soyabean 500 ml Bottle,Soyabean,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,5,no,Pet
9117,400000259,Sunflower 500 ml Pouch,Sunflower,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,10,CP,MT,1098.9,5,no,Pouch
9117,400000260,Sunflower 1 ltr Pouch (16pc),Sunflower,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16,CP,MT,1098.9,5,no,Pouch
9117,400000273,Sunflower 15 kg Tin,Sunflower,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.48,BP,MT,1098.9,10,no,TIN
9117,400000275,Sunflower 15 ltr Tin,Sunflower,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1098.9,10,no,TIN
9117,400000360,Sun n Lite 15 ltr Tin,Sunflower,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1098.9,10,no,TIN
9117,400000362,Gold n Lite 15 kg Tin,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.67,BP,MT,1111.11,10,no,TIN
9117,400000370,Gold n Lite 15 ltr Tin,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1111.11,10,no,TIN
9117,400000373,Rasoi 15 ltr Tin,Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1114.21,0,no,TIN
9117,400000377,Gold n Lite 15 ltr Jar,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1111.11,10,no,JAR
9117,400000378,Soyalite 15 ltr Jar,Soyabean,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1098.9,10,no,JAR
9117,400000387,Gold n Lite 500 ml Pouch,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,10,CP,MT,1111.11,5,no,Pouch
9117,400000397,Soyabean 15 ltr Jar,Soyabean,,,0,Y,N,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1098.9,10,no,JAR
9117,400000396,Palm  15 ltr Jar,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1111.11,10,no,JAR
9117,400000441,Rasoi 15 kg Jar (Blue),Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.71,BP,MT,1114.21,0,no,JAR
9117,400000449,Rasoi 15 kg Jar (Gold),Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.71,BP,MT,1114.21,0,no,JAR
9117,400000454,Rasoi 1 ltr Pouch (Yellow),Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16,CP,MT,1114.21,0,no,Pouch
9117,400000455,Rasoi 1 ltr Pouch (Siliguri),Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16,CP,MT,1114.21,0,no,Pouch
9117,400000430,Blend 15 ltr Tin,Blend,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1098.9,0,no,TIN
9117,400000356,Bake Magic,Bake Magic,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.71,BP,MT,1114.21,10,no,Bakery
1000D,400000456,Rasoi  500 ml Pouch,Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16,CP,MT,1114.21,0,no,Pouch
1000D,400000457,Rasoi  200 ml Pouch,Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16,CP,MT,1114.21,0,no,Pouch
9110,400000456,Rasoi  500 ml Pouch,Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16,CP,MT,1114.21,0,no,Pouch
9110,400000457,Rasoi  200 ml Pouch,Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16,CP,MT,1114.21,0,no,Pouch
9117,400000456,Rasoi  500 ml Pouch,Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16,CP,MT,1114.21,0,no,Pouch
9117,400000457,Rasoi  200 ml Pouch,Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16,CP,MT,1114.21,0,no,Pouch
4000D,400000275,Sunflower 15 ltr Tin,Sunflower,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1098.9,10,no,TIN
4000D,400000273,Sunflower 15 kg Tin,Sunflower,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.48,BP,MT,1098.9,10,no,TIN
4000D,400000260,Sunflower 1 ltr Pouch (16pc),Sunflower,,,0,Y,N,HBC:Rasoi:BIB,Case,Ltr,16,CP,MT,1098.9,5,no,Pouch
4000D,400000259,Sunflower 500 ml Pouch,Sunflower,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,10,CP,MT,1098.9,5,no,Pouch
4000D,400000257,Soyabean 500 ml Bottle,Soyabean,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,5,no,Pet
4000D,400000256,Soyabean 1 ltr Bottle,Soyabean,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,5,no,Pet
4000D,400000255,Soyabean 5 ltr Jar,Soyabean,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,20,CP,MT,1098.9,5,no,JAR
4000D,400000254,Mustard 200 ml Bottle,Mustard,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,0,no,Pet
4000D,400000252,Mustard 1 ltr Bottle,Mustard,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,0,no,Pet
4000D,400000173,Mustard 500 ml Pouch,Mustard,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,0,no,Pouch
4000D,400000170,Soyabean 500 ml Pouch,Soyabean,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,5,no,Pouch
4000D,400000159,Mustard 500 ml Bottle,Mustard,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,0,no,Pet
4000D,400000154,Soyabean 15 kg Tin,Soyabean,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.48,BP,MT,1098.9,10,no,TIN
4000D,400000153,Soyabean 15 ltr Tin,Soyabean,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1098.9,10,no,TIN
4000D,400000152,Palm 15 ltr Tin,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1111.11,10,no,TIN
4000D,400000151,Palm 15 kg Tin,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.67,BP,MT,1111.11,10,no,TIN
4000D,400000141,Palm 1 ltr Pouch (10pc),Palm,,,0,Y,N,HBC:Rasoi:BIB,Case,Ltr,10,CP,MT,1111.11,5,no,Pouch
4000D,400000140,Soyabean 1 ltr Pouch,Soyabean,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,5,no,Pouch
4000D,400000139,Sunflower 1 ltr Pouch (10pc),Sunflower,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,10,CP,MT,1098.9,5,no,Pouch
4000D,400000128,Palm 500 ml Pouch,Palm,,,0,Y,N,HBC:Rasoi:BIB,Case,Ltr,10,CP,MT,1111.11,5,no,Pouch
4000D,400000126,Mustard 1 ltr Pouch,Mustard,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,0,no,Pouch
9117,400000395,Rasoi 15 ltr Jar (Yellow),Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1114.21,0,no,JAR
9110,400000395,Rasoi 15 ltr Jar (Yellow),Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1114.21,0,no,JAR
1000D,400000395,Rasoi 15 ltr Jar (Yellow),Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1114.21,0,no,JAR
4000D,400000360,Sun n Lite 15 ltr Tin,Sunflower,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1098.9,10,no,TIN
4000D,400000362,Gold n Lite 15 kg Tin,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.67,BP,MT,1111.11,10,no,TIN
4000D,400000370,Gold n Lite 15 ltr Tin,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1111.11,10,no,TIN
4000D,400000373,Fry n lite 15 ltr Tin,Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1114.21,0,no,TIN
4000D,400000377,Gold n Lite 15 ltr Jar,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1111.11,10,no,JAR
4000D,400000378,Soyalite 15 ltr Jar,Soyabean,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1098.9,10,no,JAR
4000D,400000387,Gold n Lite 500 ml Pouch,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,10,CP,MT,1111.11,5,no,Pouch
4000D,400000397,Soyabean 15 ltr Jar,Soyabean,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1098.9,10,no,JAR
4000D,400000396,Palm  15 ltr Jar,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1111.11,10,no,JAR
4000D,400000441,Rasoi 15 kg Jar (Blue),Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.71,BP,MT,1114.21,0,no,JAR
4000D,400000449,Rasoi 15 kg Jar (Gold),Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.71,BP,MT,1114.21,0,no,JAR
4000D,400000454,Rasoi 1 ltr Pouch (Yellow),Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16,CP,MT,1114.21,0,no,Pouch
4000D,400000455,Rasoi 1 ltr Pouch (Siliguri),Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16,CP,MT,1114.21,0,no,Pouch
4000D,400000430,Blend 15 ltr Tin,Blend,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1098.9,0,no,TIN
4000D,400000356,Bake Magic,Bake Magic,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.71,BP,MT,1114.21,10,no,Bakery
4000D,400000456,Rasoi  500 ml Pouch,Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16,CP,MT,1114.21,0,no,Pouch
4000D,400000457,Rasoi  200 ml Pouch,Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16,CP,MT,1114.21,0,no,Pouch
4000D,400000395,Rasoi 15 ltr Jar (Yellow),Vanaspati,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1114.21,0,no,JAR
9108,400000126,Mustard 1 ltr Pouch,Mustard,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,0,no,Pouch
9108,400000128,Palm 500 ml Pouch,Palm,,,0,Y,N,HBC:Rasoi:BIB,Case,Ltr,10,CP,MT,1111.11,5,no,Pouch
9108,400000139,Sunflower 1 ltr Pouch (10pc),Sunflower,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,10,CP,MT,1098.9,5,no,Pouch
9108,400000140,Soyabean 1 ltr Pouch,Soyabean,,,0,Y,N,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,5,no,Pouch
9108,400000141,Palm 1 ltr Pouch (10pc),Palm,,,0,Y,N,HBC:Rasoi:BIB,Case,Ltr,10,CP,MT,1111.11,5,no,Pouch
9108,400000151,Palm 15 kg Tin,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.67,BP,MT,1111.11,10,no,TIN
9108,400000152,Palm 15 ltr Tin,Palm,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1111.11,10,no,TIN
9108,400000153,Soyabean 15 ltr Tin,Soyabean,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,15,BP,MT,1098.9,10,no,TIN
9108,400000154,Soyabean 15 kg Tin,Soyabean,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,16.48,BP,MT,1098.9,10,no,TIN
9108,400000159,Mustard 500 ml Bottle,Mustard,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,0,no,Pet
9108,400000170,Soyabean 500 ml Pouch,Soyabean,,,0,Y,N,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,5,no,Pouch
9108,400000173,Mustard 500 ml Pouch,Mustard,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,0,no,Pouch
9108,400000252,Mustard 1 ltr Bottle,Mustard,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,0,no,Pet
9108,400000254,Mustard 200 ml Bottle,Mustard,,,0,N,Y,HBC:Rasoi:BIB,Case,Ltr,12,CP,MT,1098.9,0,no,Pet
