Depot code,Route,Freight,acedns,date,Transport mode,Capacity,State code
1000D,"Banmankhi",34560,Y,02/07/2018,Truck,16,BR
4000D,"Ratnagiri",46064,Y,02/07/2018,Truck,16,MH
4000D,"Banda",32448,Y,02/07/2018,Truck,16,UPE
4000D,"Shadnagar",20800,Y,02/07/2018,Truck,16,TG
4000D,"Bhandup",37856,Y,02/07/2018,Truck,16,MH
4000D,"Krishna",26112,Y,02/07/2018,Truck,16,AP
4000D,"Nuzvid",25600,Y,02/07/2018,Truck,16,AP
4000D,"Chirala",11680,Y,02/07/2018,Truck,16,AP
4000D,"Tirumala",12576,Y,02/07/2018,Truck,16,AP
4000D,"Vengurla",44224,Y,02/07/2018,Truck,16,MH
1000D,"Chandpur",46240,Y,02/07/2018,Truck,16,UPW
4000D,"Pulivendula",20800,Y,02/07/2018,Truck,16,AP
1000D,"Moga",56800,Y,02/07/2018,Truck,16,PB
1000D,"Pilibhit",38400,Y,02/07/2018,Truck,16,UPW
4000D,"YERRAGONDAPALEM",24000,Y,02/07/2018,Truck,16,AP
4000D,"Andhra Pradesh",16848,Y,02/07/2018,Truck,16,AP
4000D,"Dhule",36720,Y,02/07/2018,Truck,16,MH
4000D,"Taluka",35200,Y,02/07/2018,Truck,16,MH
4000D,"Tembhurni",32544,Y,02/07/2018,Truck,16,MH
4000D,"Ghatkopar",35712,Y,02/07/2018,Truck,16,MH
4000D,"Ramnagar",48960,Y,02/07/2018,Truck,16,MH
4000D,"Tumsar",32544,Y,02/07/2018,Truck,16,MH
4000D,"Bhandara",32448,Y,02/07/2018,Truck,16,MH
1000D,"Barhalganj",32000,Y,02/07/2018,Truck,16,UPE
4000D,"Raigad",39200,Y,02/07/2018,Truck,16,MH
1000D,"PALI ROAD",32000,Y,02/07/2018,Truck,16,BR
1000D,"Madhupura",34496,Y,02/07/2018,Truck,16,BR
4000D,"Newasa",32960,Y,02/07/2018,Truck,16,MH
1000D,"Dalsingsarai",30400,Y,02/07/2018,Truck,16,BR
4000D,"Narsaraopet",12989,Y,02/07/2018,Truck,16,AP
4000D,"Islampur",32000,Y,02/07/2018,Truck,16,WB
4000D,"Ambojoigai",34128,Y,02/07/2018,Truck,16,MH
4000D,"Narayankgaon",34592,Y,02/07/2018,Truck,16,MH
4000D,"Wardha",31632,Y,02/07/2018,Truck,16,MH
4000D,"Khalapur",33632,Y,02/07/2018,Truck,16,MH
4000D,"Malad",43152,Y,02/07/2018,Truck,16,MH
1000D,"Amethi",38400,Y,02/07/2018,Truck,16,UPE
4000D,"Mahabubnagar",20400,Y,02/07/2018,Truck,16,TG
1000D,"Rajpura",53600,Y,02/07/2018,Truck,16,PB
4000D,"Gudivada",16224,Y,02/07/2018,Truck,16,AP
1000D,"Sonebhadra",42336,Y,02/07/2018,Truck,16,UPE
1000D,"Pehowa",50400,Y,02/07/2018,Truck,16,HR
4000D,"Jamner",30272,Y,02/07/2018,Truck,16,MH
1000D,"Gangtok",41600,Y,02/07/2018,Truck,16,SK
4000D,"Mangalagiri",27072,Y,02/07/2018,Truck,16,AP
4000D,"Kadapa",20352,Y,02/07/2018,Truck,16,AP
4000D,"Haveri",26832,Y,02/07/2018,Truck,16,KA
4000D,"Sangmeshwar",43152,Y,02/07/2018,Truck,16,MH
4000D,"Nandyal",26400,Y,02/07/2018,Truck,16,AP
4000D,"Kandukuru",17312,Y,02/07/2018,Truck,16,AP
1000D,"Birbhum",9998,Y,01/07/2018,Truck,7.5,WB
1000D,"West Delhi",47200,Y,01/07/2018,Truck,16,DL
1000D,"Darjeeling",35200,Y,01/07/2018,Truck,16,WB
1000D,"Sahjanwa",41600,Y,01/07/2018,Truck,16,UPE
9108,"Aizawl",59000,Y,01/07/2018,Truck,20,MZ
9417,"West Delhi",1608,Y,01/07/2018,Truck,2.8,DL
1000D,"Sarai",50960,Y,01/07/2018,Truck,16,BR
9108,"Bongaigaon",2865,Y,01/07/2018,Truck,2.8,AS
9108,"Guwahati",1482,Y,01/07/2018,Truck,2.8,AS
1000D,"Gagnapur",10103,Y,01/07/2018,Truck,7.5,WB
1000D,"Saraiaqauil Kaushambi",41600,Y,01/07/2018,Truck,16,UPE
1000D,"Haringhata",10103,Y,01/07/2018,Truck,7.5,WB
9409,"Karnal",2100,Y,01/07/2018,Truck,4.5,HR
1000D,"South Delhi",47200,Y,01/07/2018,Truck,16,DL
9417,"East Delhi",1608,Y,01/07/2018,Truck,2.8,DL
9405,"Amroha",3500,Y,01/07/2018,Truck,2.8,UPW
1000D,"Gobardanga",8610,Y,01/07/2018,Truck,7.5,WB
1000D,"East Delhi",47200,Y,01/07/2018,Truck,16,DL
9110,"Kolkata",2260,Y,01/07/2018,Truck,4.5,WB
9417KA,"Delhi",1608,Y,01/07/2018,Truck,2.8,DL
9417,"Delhi",1608,Y,01/07/2018,Truck,2.8,DL
4000D,"Shahbad",26000,Y,01/07/2018,Truck,16,KA
9113,"Kandi",4604,Y,01/07/2018,Truck,2.8,WB
9405,"Noida",1284,Y,01/07/2018,Truck,2.8,UPW
1000D,"Uttar Dinajpur",32800,Y,01/07/2018,Truck,16,WB
1000D,"GULLABAGH",32800,Y,01/07/2018,Truck,16,BR
1000D,"Purnea",32800,Y,01/07/2018,Truck,16,BR
9417,"New Delhi",1608,Y,01/07/2018,Truck,2.8,DL
1000D,"Saharanpur",50400,Y,01/07/2018,Truck,16,UPW
9417,"South Delhi",1608,Y,01/07/2018,Truck,2.8,DL
9108,"Barpeta",3900,Y,01/07/2018,Truck,2.8,AS
4000D,"Tirupathi",13056,Y,01/07/2018,Truck,16,AP
1000D,"Karwi",37968,Y,01/07/2018,Truck,16,UPE
1000D,"Baliya",39200,Y,01/07/2018,Truck,16,UPE
9409KA,"Karnal",2100,Y,01/07/2018,Truck,4.5,HR
1000D,"North Delhi",47200,Y,01/07/2018,Truck,16,DL
9417,"North Delhi",1608,Y,01/07/2018,Truck,2.8,DL
9113,"Bishnupur",3027,Y,01/07/2018,Truck,2.8,WB
1000D,"Baharampur",18500,Y,12/06/2018,,,
9302,"Alibaug",14464,Y,05/06/2018,,,
9302KP,"Alibaug",14464,Y,05/06/2018,,,
5000D,"Pratapgarh",80871,Y,23/05/2018,,,
5000D,"Saiyadraja",102644,Y,23/05/2018,,,
5000D,"Fatehabad",50631,Y,23/05/2018,,,
5000D,"Sitapur",66598,Y,23/05/2018,,,
5000D,"Shringartali",77588,Y,23/05/2018,,,
5000D,"Agra",51840,Y,23/05/2018,,,
5000D,"Handia",76724,Y,23/05/2018,,,
5000D,"Jind",47555,Y,23/05/2018,,,
5000D,"Aurangabad",49456,Y,23/05/2018,,,
5000D,"Yavatmal",60999,Y,23/05/2018,,,
5000D,"Auraiya",65388,Y,23/05/2018,,,
5000D,"Karwi",80871,Y,23/05/2018,,,
5000D,"Drug",79074,Y,23/05/2018,,,
5000D,"HAPUR",58130,Y,23/05/2018,,,
5000D,"Ballabgarh",52065,Y,23/05/2018,,,
5000D,"Ludhiana",54104,Y,23/05/2018,,,
5000D,"Indore",39070,Y,23/05/2018,,,
5000D,"Etah",58407,Y,23/05/2018,,,
5000D,"Barnala",52843,Y,23/05/2018,,,
5000D,"Meerut",57024,Y,23/05/2018,,,
5000D,"Mumbai",47071,Y,23/05/2018,,,
5000D,"South Delhi",54951,Y,23/05/2018,,,
5000D,"Bikaner",36219,Y,23/05/2018,,,
5000D,"Parwanoo",61016,Y,23/05/2018,,,
5000D,"Raipur",75860,Y,23/05/2018,,,
5000D,"Faizabad",70918,Y,23/05/2018,,,
5000D,"Shamli",59928,Y,23/05/2018,,,
5000D,"Satara",59513,Y,23/05/2018,,,
5000D,"Gonda",80525,Y,23/05/2018,,,
5000D,"Akola",52981,Y,23/05/2018,,,
5000D,"Varanasi",76793,Y,23/05/2018,,,
5000D,"Ambala",54087,Y,23/05/2018,,,
5000D,"Jalandhar",54795,Y,23/05/2018,,,
5000D,"Kanpur",59271,Y,23/05/2018,,,
5000D,"Bhiwani",50890,Y,23/05/2018,,,
5000D,"KOSHI",57094,Y,23/05/2018,,,
5000D,"Bahraich",80456,Y,23/05/2018,,,
5000D,"Lalitpur",86401,Y,23/05/2018,,,
5000D,"Hissar",47348,Y,23/05/2018,,,
5000D,"Mirzapur",80318,Y,23/05/2018,,,
5000D,"Barabanki",67047,Y,23/05/2018,,,
5000D,"Mainpuri",57716,Y,23/05/2018,,,
5000D,"Lakhandur",71609,Y,23/05/2018,,,
5000D,"West Delhi",54951,Y,23/05/2018,,,
5000D,"Bhatinda",48661,Y,23/05/2018,,,
5000D,"Orai",68775,Y,23/05/2018,,,
5000D,"Pune",53327,Y,23/05/2018,,,
5000D,"RATLAM",45792,Y,23/05/2018,,,
5000D,"Deoria",90548,Y,23/05/2018,,,
5000D,"Rewari",49508,Y,23/05/2018,,,
5000D,"Sangli",70849,Y,23/05/2018,,,
5000D,"Ghaziabad",55642,Y,23/05/2018,,,
5000D,"Sultanpur",85917,Y,23/05/2018,,,
5000D,"Solapur",67531,Y,23/05/2018,,,
5000D,"Aligarh",57439,Y,23/05/2018,,,
5000D,"Haridwar",60861,Y,23/05/2018,,,
5000D,"Jodhpur",30793,Y,23/05/2018,,,
5000D,"Bangalore",87990,Y,23/05/2018,,,
5000D,"Gopiganj",85571,Y,23/05/2018,,,
5000D,"Azamgarh",86055,Y,23/05/2018,,,
5000D,"Khalilabad",81908,Y,23/05/2018,,,
5000D,"Gondia",70866,Y,23/05/2018,,,
5000D,"Panchkula",55296,Y,23/05/2018,,,
5000D,"Ballia",84327,Y,23/05/2018,,,
5000D,"Maharajganj",84327,Y,23/05/2018,,,
5000D,"Jabalpur",60100,Y,23/05/2018,,,
5000D,"Bhandara",71609,Y,23/05/2018,,,
5000D,"Basti",76033,Y,23/05/2018,,,
5000D,"Mugalsarai",99188,Y,23/05/2018,,,
5000D,"Mysore",94557,Y,23/05/2018,,,
5000D,"Saharanpur",58407,Y,23/05/2018,,,
5000D,"Chandigarh",57888,Y,23/05/2018,,,
5000D,"Patiala",54432,Y,23/05/2018,,,
5000D,"Rajnandgaon",78659,Y,23/05/2018,,,
5000D,"Farrukhabad",68429,Y,23/05/2018,,,
5000D,"Sirsa",52013,Y,23/05/2018,,,
5000D,"Shajhanpur",62278,Y,23/05/2018,,,
5000D,"Abhor",47590,Y,23/05/2018,,,
5000D,"Gorakhpur",80871,Y,23/05/2018,,,
5000D,"Jaunpur",80180,Y,23/05/2018,,,
5000D,"Amravati",55746,Y,23/05/2018,,,
5000D,"Wardha",64524,Y,23/05/2018,,,
5000D,"Amritsar",54795,Y,23/05/2018,,,
5000D,"Karnal",50631,Y,23/05/2018,,,
5000D,"Bilaspur",80802,Y,23/05/2018,,,
5000D,"MATHURA",53983,Y,23/05/2018,,,
5000D,"Balarampur",78452,Y,23/05/2018,,,
5000D,"Lucknow",61863,Y,23/05/2018,,,
5000D,"Hubli",79696,Y,23/05/2018,,,
5000D,"Ghazipur",88820,Y,23/05/2018,,,
5000D,"Bareilly",58925,Y,23/05/2018,,,
5000D,"Mansa",52359,Y,23/05/2018,,,
5000D,"Moradabad",60480,Y,23/05/2018,,,
5000D,"North Delhi",54951,Y,23/05/2018,,,
5000D,"Bhiwandi",44652,Y,23/05/2018,,,
5000D,"Panipat",51737,Y,23/05/2018,,,
5000D,"Raigarh",92829,Y,23/05/2018,,,
5000D,"Etawah",57888,Y,23/05/2018,,,
5000D,"Rohtak",48903,Y,23/05/2018,,,
5000D,"Saraipali",91585,Y,23/05/2018,,,
5000D,"Ghosia",90548,Y,23/05/2018,,,
5000D,"Tohana",52463,Y,23/05/2018,,,
5000D,"Tumsar",70226,Y,23/05/2018,,,
5000D,"Allahabad",71263,Y,23/05/2018,,,
5000D,"Jaipur",39053,Y,23/05/2018,,,
5000D,"Kaithal",50631,Y,23/05/2018,,,
5000D,"Bharatpur",52359,Y,23/05/2018,,,
5000D,"HATHRASH",55175,Y,23/05/2018,,,
5000D,"BAHADURGARH",52428,Y,23/05/2018,,,
5000D,"Kurukshetra",51737,Y,23/05/2018,,,
5000D,"Gulbarga",77139,Y,23/05/2018,,,
5000D,"Dehradun",63418,Y,23/05/2018,,,
5000D,"Banda",82599,Y,23/05/2018,,,
5000D,"Mahoba",72231,Y,23/05/2018,,,
5000D,"Kolhapur",72801,Y,23/05/2018,,,
5000D,"Bhiwadi",48972,Y,23/05/2018,,,
5000D,"Bharatganj",79143,Y,23/05/2018,,,
5000D,"Muzaffarnagar",60135,Y,23/05/2018,,,
5000D,"Nagpur",63453,Y,23/05/2018,,,
5000D,"Jaora",47693,Y,23/05/2018,,,
5000D,"Delhi",54951,Y,23/05/2018,,,
5000D,"Haldwani",70432,Y,09/05/2018,,,
9417KA,"South Delhi",8000,Y,08/05/2018,,,
9417KA,"West Delhi",7680,Y,08/05/2018,,,
9417KA,"East Delhi",8000,Y,08/05/2018,,,
9417KA,"North Delhi",7680,Y,08/05/2018,,,
5000D,"Ramnagar",71568,Y,08/05/2018,,,
1000D,"West Bengal",48000,Y,07/05/2018,,,
5000D,"Chandrapur",68775,Y,26/04/2018,,,
1000D,"KOSHI",49600,Y,13/04/2018,,,
1000D,"Hazaribagh",24000,Y,13/04/2018,,,
1000D,"Saraipali",28768,Y,13/04/2018,,,
1000D,"Madhupur",26400,Y,13/04/2018,,,
1000D,"Birpara",40000,Y,13/04/2018,,,
1000D,"Naugachia",31200,Y,13/04/2018,,,
1000D,"Bolpur",17000,Y,13/04/2018,,,
1000D,"Kesinga",32800,Y,13/04/2018,,,
1000D,"Handia",34640,Y,13/04/2018,,,
1000D,"HATHRASH",48800,Y,13/04/2018,,,
1000D,"Mahoba",40800,Y,13/04/2018,,,
1000D,"Chaibasa",22400,Y,13/04/2018,,,
1000D,"Guwahati",60800,Y,13/04/2018,,,
1000D,"Bihiya",35200,Y,13/04/2018,,,
1000D,"Chanchal",29000,Y,13/04/2018,,,
1000D,"Begusarai",34400,Y,13/04/2018,,,
1000D,"Badkulla",17500,Y,13/04/2018,,,
1000D,"Mirzapur",33897.6,Y,13/04/2018,,,
1000D,"Auraiya",42400,Y,13/04/2018,,,
1000D,"HAPUR",51200,Y,13/04/2018,,,
1000D,"Daltonganj",27200,Y,13/04/2018,,,
1000D,"Kharsia",30416,Y,13/04/2018,,,
1000D,"Barh",32800,Y,13/04/2018,,,
1000D,"Dinhata",41600,Y,13/04/2018,,,
1000D,"Kishanganj",34400,Y,13/04/2018,,,
1000D,"Ahmedpur",17500,Y,13/04/2018,,,
1000D,"Deogarh",25600,Y,13/04/2018,,,
1000D,"Kaushambi",41600,Y,13/04/2018,,,
1000D,"MATHURA",48800,Y,13/04/2018,,,
1000D,"Bilaspur",30400,Y,13/04/2018,,,
1000D,"Chatra",30400,Y,13/04/2018,,,
1000D,"Dhubri",59200,Y,13/04/2018,,,
1000D,"Gaya",32000,Y,13/04/2018,,,
1000D,"Dubrajpur",17000,Y,13/04/2018,,,
1000D,"Tajpur",39837.6,Y,13/04/2018,,,
1000D,"Nabadwip",18000,Y,13/04/2018,,,
1000D,"Jagdishpur",40912,Y,13/04/2018,,,
1000D,"Etah",44128,Y,13/04/2018,,,
1000D,"CHAURI CHAURA",36064,Y,13/04/2018,,,
1000D,"Jaintgarh",23200,Y,13/04/2018,,,
1000D,"Shringartali",68800,Y,13/04/2018,,,
1000D,"Arrah",35200,Y,13/04/2018,,,
1000D,"Aranghata",19000,Y,13/04/2018,,,
1000D,"Khagaria",36800,Y,13/04/2018,,,
1000D,"Raghunathpur",22000,Y,13/04/2018,,,
1000D,"Balasore",16800,Y,13/04/2018,,,
1000D,"Gazipur",36992,Y,13/04/2018,,,
9302,"Kurla",14080,Y,11/04/2018,,,
9302KP,"Kurla",14080,Y,11/04/2018,,,
4000D,"Gobichettipalayam",25600,Y,13/03/2018,,,
4000D,"Silchar",59920,Y,13/03/2018,,,
4000D,"Perambur",30240,Y,13/03/2018,,,
4000D,"Chikballapur",36832,Y,13/03/2018,,,
4000D,"Thoothukudi",29904,Y,13/03/2018,,,
4000D,"Ranebennur",30288,Y,13/03/2018,,,
4000D,"Jagitial",25008,Y,13/03/2018,,,
4000D,"Edappally",40800,Y,13/03/2018,,,
4000D,"Rajendranagar",24000,Y,13/03/2018,,,
4000D,"KARJAT",38608,Y,13/03/2018,,,
4000D,"Madanpalle",25136,Y,13/03/2018,,,
4000D,"Deogarh",41200,Y,13/03/2018,,,
4000D,"Viyaywada",16000,Y,13/03/2018,,,
4000D,"Arkot",18000,Y,13/03/2018,,,
4000D,"Krishnagiri",24512,Y,13/03/2018,,,
4000D,"Alur",27040,Y,13/03/2018,,,
4000D,"Selem",25008,Y,13/03/2018,,,
4000D,"Madur",35808,Y,13/03/2018,,,
4000D,"Udangupi",24000,Y,13/03/2018,,,
4000D,"Tiptur",26736,Y,13/03/2018,,,
4000D,"Nalgonda",17008,Y,13/03/2018,,,
4000D,"Dahisar",42464,Y,13/03/2018,,,
4000D,"Kadiri",19104,Y,13/03/2018,,,
4000D,"UMRED",41984,Y,13/03/2018,,,
4000D,"Repalle",14256,Y,13/03/2018,,,
4000D,"Ambasamudram",14400,Y,13/03/2018,,,
4000D,"Kodambakkam",28912,Y,13/03/2018,,,
4000D,"Jagdalpur",49984,Y,13/03/2018,,,
4000D,"Perundurai",30240,Y,13/03/2018,,,
4000D,"Harihara",32640,Y,13/03/2018,,,
4000D,"Tiruvannamalai",29904,Y,13/03/2018,,,
4000D,"Shimogga",33520,Y,13/03/2018,,,
4000D,"Korutla",19504,Y,13/03/2018,,,
4000D,"Borivali",40304,Y,13/03/2018,,,
4000D,"Santacruz",43152,Y,13/03/2018,,,
4000D,"Nandigama",13232,Y,13/03/2018,,,
4000D,"Joda",63248,Y,13/03/2018,,,
4000D,"Dodbellapur",28400,Y,13/03/2018,,,
4000D,"Guwahati",53440,Y,13/03/2018,,,
4000D,"Mettupalayam",34512,Y,13/03/2018,,,
4000D,"Amanikere",32976,Y,13/03/2018,,,
4000D,"Thiruvarur",29904,Y,13/03/2018,,,
4000D,"Mangalore",35808,Y,13/03/2018,,,
4000D,"Angana",26000,Y,13/03/2018,,,
4000D,"Tumkur",26736,Y,13/03/2018,,,
4000D,"Patancheru",24000,Y,13/03/2018,,,
4000D,"KAMPTEE",34608,Y,13/03/2018,,,
4000D,"Kalyanadurg",17760,Y,13/03/2018,,,
4000D,"Vashi",39008,Y,13/03/2018,,,
4000D,"Singarayakonda",31424,Y,13/03/2018,,,
4000D,"Arcot",18000,Y,13/03/2018,,,
4000D,"Kovilpatti",28912,Y,13/03/2018,,,
4000D,"Kakrola",75280,Y,13/03/2018,,,
4000D,"Pudukkottai",30240,Y,13/03/2018,,,
4000D,"Hassan",32640,Y,13/03/2018,,,
4000D,"Tiruvarur",29008,Y,13/03/2018,,,
4000D,"Taluk",26736,Y,13/03/2018,,,
4000D,"Macherial",20400,Y,13/03/2018,,,
4000D,"Dadar",43056,Y,13/03/2018,,,
4000D,"APEAS",22359,Y,13/03/2018,,,
4000D,"Shringartali",47584,Y,13/03/2018,,,
4000D,"Proddutur",11680,Y,13/03/2018,,,
4000D,"Kesinga",40800,Y,13/03/2018,,,
4000D,"Secunderabad",27520,Y,12/03/2018,,,
4000D,"Dhone",21600,Y,12/03/2018,,,
4000D,"Thrissur",38000,Y,12/03/2018,,,
4000D,"KALWAN",36000,Y,12/03/2018,,,
9108,"Sonitpur",22000,Y,08/03/2018,,,
7000D,"Ahamadnagar",16768,Y,25/01/2018,,,
4000D,"Ahamadnagar",31600,Y,25/01/2018,,,
1000D,"Ahamadnagar",52800,Y,25/01/2018,,,
1000D,"Mairwa",39200,Y,23/01/2018,,,
7000D,"Ichalkaranji",16896,Y,23/01/2018,,,
7000D,"Ramnagar",24448,Y,23/01/2018,,,
1000D,"Bhadohi",41600,Y,23/01/2018,,,
7000D,"Shringartali",24448,Y,23/01/2018,,,
7000D,"Jath",24448,Y,23/01/2018,,,
7000D,"Akluj",22672,Y,23/01/2018,,,
7000D,"Tembhurni",13344,Y,23/01/2018,,,
7000D,"Khalapur",24448,Y,23/01/2018,,,
7000D,"Aurangabad",24000,Y,23/01/2018,,,
7000D,"Vashi",13344,Y,23/01/2018,,,
7000D,"Latur",27120,Y,23/01/2018,,,
7000D,"Barshi",27120,Y,23/01/2018,,,
7000D,"Yavatmal",30848,Y,23/01/2018,,,
7000D,"Nagpur",44448,Y,23/01/2018,,,
7000D,"Dahanu",16896,Y,23/01/2018,,,
7000D,"Niphad",19120,Y,23/01/2018,,,
1000D,"jamui",32000,Y,23/01/2018,,,
7000D,"Ghoti",13568,Y,23/01/2018,,,
7000D,"Raigad",26672,Y,23/01/2018,,,
1000D,"Gur Mandi",51520,Y,23/01/2018,,,
7000D,"Sangmeshwar",24448,Y,23/01/2018,,,
7000D,"Jalna",24448,Y,23/01/2018,,,
7000D,"Goa",37888,Y,23/01/2018,,,
7000D,"Srirampur",26224,Y,23/01/2018,,,
7000D,"Karad",10672,Y,23/01/2018,,,
7000D,"Ambojoigai",24592,Y,23/01/2018,,,
7000D,"Udgir",29792,Y,23/01/2018,,,
7000D,"Lakhandur",48064,Y,23/01/2018,,,
7000D,"Banda",10672,Y,23/01/2018,,,
7000D,"Wadsa",45712,Y,23/01/2018,,,
7000D,"Masjid",10672,Y,23/01/2018,,,
7000D,"Bhiwandi",7296,Y,23/01/2018,,,
7000D,"Nasik",15296,Y,23/01/2018,,,
7000D,"Gadhinglaj",27120,Y,23/01/2018,,,
7000D,"Panvel",6224,Y,23/01/2018,,,
1000D,"Jagdalpur",35200,Y,23/01/2018,,,
7000D,"Islampur",16896,Y,23/01/2018,,,
7000D,"Ratnagiri",24448,Y,23/01/2018,,,
1000D,"Jaithra",42400,Y,23/01/2018,,,
7000D,"Solapur",24448,Y,23/01/2018,,,
7000D,"Kagal",30672,Y,23/01/2018,,,
7000D,"Akola",29280,Y,23/01/2018,,,
7000D,"Thane",6672,Y,23/01/2018,,,
7000D,"Kolhapur",24448,Y,23/01/2018,,,
7000D,"Ausa",24000,Y,23/01/2018,,,
7000D,"Vasi",5792,Y,23/01/2018,,,
7000D,"Malad",10672,Y,23/01/2018,,,
7000D,"Bhandara",40240,Y,23/01/2018,,,
7000D,"Nanded",30064,Y,23/01/2018,,,
7000D,"Dahivali",17552,Y,23/01/2018,,,
7000D,"Osmanbad",25072,Y,23/01/2018,,,
1000D,"Madhepura",34496,Y,23/01/2018,,,
7000D,"Gondia",40240,Y,23/01/2018,,,
7000D,"Rajapur",26672,Y,23/01/2018,,,
1000D,"Joda",26400,Y,23/01/2018,,,
7000D,"Satara",19568,Y,23/01/2018,,,
7000D,"Jamner",24448,Y,23/01/2018,,,
7000D,"Ahmednagar",16768,Y,23/01/2018,,,
7000D,"Taluka",13344,Y,23/01/2018,,,
7000D,"Katta",13344,Y,23/01/2018,,,
7000D,"Amravati",38672,Y,23/01/2018,,,
7000D,"Vasai",13344,Y,23/01/2018,,,
7000D,"Lasalgaon",16768,Y,23/01/2018,,,
7000D,"Bardan Galli",17552,Y,23/01/2018,,,
7000D,"Wardha",45712,Y,23/01/2018,,,
7000D,"Mumbai",10672,Y,23/01/2018,,,
7000D,"Chandrapur",44448,Y,23/01/2018,,,
7000D,"Newasa",19120,Y,23/01/2018,,,
1000D,"Baurani",40000,Y,23/01/2018,,,
7000D,"Ghatkopar",10672,Y,23/01/2018,,,
7000D,"Pune",14592,Y,23/01/2018,,,
1000D,"Kakrola",46400,Y,23/01/2018,,,
7000D,"Sangli",24448,Y,23/01/2018,,,
7000D,"Jalgaon",25376,Y,23/01/2018,,,
7000D,"Sangamner",15984,Y,23/01/2018,,,
1000D,"Kanki",32000,Y,23/01/2018,,,
7000D,"Solpur",24448,Y,23/01/2018,,,
7000D,"Kalyan",7296,Y,23/01/2018,,,
7000D,"Alibaug",13344,Y,23/01/2018,,,
7000D,"Tumsar",23200,Y,23/01/2018,,,
7000D,"Kurla",10672,Y,23/01/2018,,,
7000D,"Ballarshah",47120,Y,23/01/2018,,,
7000D,"Vengurla",10672,Y,23/01/2018,,,
7000D,"Malegaon",19120,Y,23/01/2018,,,
7000D,"Bhandup",10672,Y,23/01/2018,,,
7000D,"Narayankgaon",13344,Y,23/01/2018,,,
7000D,"Dhule",21472,Y,23/01/2018,,,
7000D,"Pandharpur",23568,Y,23/01/2018,,,
7000DE,"Karad",10672,Y,09/01/2018,,,
7000DE,"Solpur",24448,Y,09/01/2018,,,
9110,"Bangaon",21372,Y,09/01/2018,,,
9110,"Domkol",16800,Y,09/01/2018,,,
9110,"Khardah",17486,Y,09/01/2018,,,
7000DE,"Goa",37888,Y,09/01/2018,,,
7000DE,"Lakhandur",48064,Y,09/01/2018,,,
7000DE,"Tumsar",23200,Y,09/01/2018,,,
9110,"Baruipur",14400,Y,09/01/2018,,,
9110,"Falakata",38800,Y,09/01/2018,,,
9110,"Nalhati",17500,Y,09/01/2018,,,
7000DE,"Ambojoigai",24592,Y,09/01/2018,,,
7000DE,"Banda",10672,Y,09/01/2018,,,
7000DE,"Masjid",10672,Y,09/01/2018,,,
7000DE,"Vengurla",10672,Y,09/01/2018,,,
9110,"Bhangore",18300,Y,09/01/2018,,,
9110,"Gobardanga",21372,Y,09/01/2018,,,
9110,"Niyamatpur",17536,Y,09/01/2018,,,
7000DE,"Bhiwandi",7296,Y,09/01/2018,,,
7000DE,"Nasik",15296,Y,09/01/2018,,,
9110,"Chakdaha",17510,Y,09/01/2018,,,
9110,"Islampur",18580,Y,09/01/2018,,,
9110,"Raghunathganj",19130,Y,09/01/2018,,,
7000DE,"Gadhinglaj",27120,Y,09/01/2018,,,
7000DE,"Panvel",6224,Y,09/01/2018,,,
9110,"Contai",13372,Y,09/01/2018,,,
9110,"Jiaganj",18050,Y,09/01/2018,,,
9110,"Raniganj",15300,Y,09/01/2018,,,
7000DE,"Islampur",16896,Y,09/01/2018,,,
7000DE,"Ratnagiri",24448,Y,09/01/2018,,,
9110,"Arambag",16343,Y,09/01/2018,,,
9110,"Daspur",13376,Y,09/01/2018,,,
9110,"Kamarhati",16800,Y,09/01/2018,,,
9110,"Sonamukhi",17216,Y,09/01/2018,,,
7000DE,"Kagal",30672,Y,09/01/2018,,,
7000DE,"Shringartali",24448,Y,09/01/2018,,,
9110,"Balarampur",19670,Y,09/01/2018,,,
9110,"Dinhata",38800,Y,09/01/2018,,,
9110,"Khagra",18304,Y,09/01/2018,,,
9110,"Uluberia",10400,Y,09/01/2018,,,
7000DE,"Kolhapur",24448,Y,09/01/2018,,,
7000DE,"Tembhurni",13344,Y,09/01/2018,,,
9110,"Barasat",13600,Y,09/01/2018,,,
9110,"Duttapuliya",15200,Y,09/01/2018,,,
9110,"Midnapur",13143,Y,09/01/2018,,,
7000DE,"Akola",29280,Y,09/01/2018,,,
7000DE,"Malad",10672,Y,09/01/2018,,,
7000DE,"Vashi",13344,Y,09/01/2018,,,
9110,"Berachampa",21372,Y,09/01/2018,,,
9110,"Gangarampur",28800,Y,09/01/2018,,,
9110,"Nandkumar",13143,Y,09/01/2018,,,
7000DE,"Ausa",24000,Y,09/01/2018,,,
7000DE,"Bhandara",40240,Y,09/01/2018,,,
7000DE,"Nanded",30064,Y,09/01/2018,,,
7000DE,"Yavatmal",30848,Y,09/01/2018,,,
9110,"Borehat",13800,Y,09/01/2018,,,
9110,"Haldia",9943,Y,09/01/2018,,,
9110,"Posta",13600,Y,09/01/2018,,,
7000DE,"Dahivali",17552,Y,09/01/2018,,,
7000DE,"Osmanbad",25072,Y,09/01/2018,,,
9110,"Chandausi",16480,Y,09/01/2018,,,
9110,"Janai Road Station",29600,Y,09/01/2018,,,
9110,"Rajarhat",17486,Y,09/01/2018,,,
7000DE,"Gondia",40240,Y,09/01/2018,,,
