Location,Prod_Code,mrp_code,mrp,sale_rate,vertical_value
9110,400000126,,,0,HBC:Rasoi:BIB
9110,400000128,,,0,HBC:Rasoi:BIB
9110,400000139,,,0,HBC:Rasoi:BIB
9110,400000140,,,0,HBC:Rasoi:BIB
9110,400000141,,,0,HBC:Rasoi:BIB
9110,400000151,,,0,HBC:Rasoi:BIB
9110,400000152,,,0,HBC:Rasoi:BIB
9110,400000153,,,0,HBC:Rasoi:BIB
9110,400000154,,,0,HBC:Rasoi:BIB
9110,400000159,,,0,HBC:Rasoi:BIB
9110,400000170,,,0,HBC:Rasoi:BIB
9110,400000173,,,0,HBC:Rasoi:BIB
9110,400000252,,,0,HBC:Rasoi:BIB
9110,400000254,,,0,HBC:Rasoi:BIB
9110,400000255,,,0,HBC:Rasoi:BIB
9110,400000256,,,0,HBC:Rasoi:BIB
9110,400000257,,,0,HBC:Rasoi:BIB
9110,400000259,,,0,HBC:Rasoi:BIB
9110,400000260,,,0,
9110,400000273,,,0,HBC:Rasoi:BIB
9110,400000275,,,0,HBC:Rasoi:BIB
9110,400000360,,,0,
9110,400000362,,,0,
9110,400000370,,,0,
9110,400000373,,,0,
9110,400000377,,,0,
9110,400000378,,,0,
9110,400000387,,,0,
9110,400000397,,,0,HBC:Rasoi:BIB
9110,400000396,,,0,HBC:Rasoi:BIB
9110,400000441,,,0,HBC:Rasoi:BIB
9110,400000449,,,0,HBC:Rasoi:BIB
9110,400000454,,,0,HBC:Rasoi:BIB
9110,400000455,,,0,HBC:Rasoi:BIB
9110,400000430,,,0,HBC:Rasoi:BIB
9110,400000356,,,0,HBC:Rasoi:BIB
9110,400000456,,,0,HBC:Rasoi:BIB
9110,400000457,,,0,HBC:Rasoi:BIB
9110,400000395,,,0,HBC:Rasoi:BIB
9110,400000485,,,880.13,HBC:Rasoi:BIB
9110,400000499,,,880.13,HBC:Rasoi:BIB
9110,400000487,,,818.79,HBC:Rasoi:BIB
9110,400000489,,,0,HBC:Rasoi:BIB
9110,400000502,,,793.64,HBC:Rasoi:BIB
9110,400000521,,,0,HBC:Rasoi:BIB
9110,400000523,,,0,HBC:Rasoi:BIB
9110,400000481,,,855.79,HBC:Rasoi:BIB
9110,400000480,,,870,HBC:Rasoi:BIB
9110,400000524,,,0,HBC:Rasoi:BIB
9110,400000530,,,870,HBC:Rasoi:BIB
9110,400000551,,,0,HBC:Rasoi:BIB
9110,400000556,,,0,HBC:Rasoi:BIB
9110,400000557,,,0,HBC:Rasoi:BIB
9110,400000558,,,0,HBC:Rasoi:BIB
9110,400000559,,,0,HBC:Rasoi:BIB
9110,400000560,,,0,HBC:Rasoi:BIB
9110,400000441,,,0,HBC:Rasoi:BIB
9110,400000449,,,0,HBC:Rasoi:BIB
9110,400000454,,,0,HBC:Rasoi:BIB
9110,400000456,,,0,HBC:Rasoi:BIB
9110,400000457,,,0,HBC:Rasoi:BIB
9110,400000521,,,0,HBC:Rasoi:BIB
9110,400000523,,,0,HBC:Rasoi:BIB
9110,400000561,,,0,HBC:Rasoi:BIB
9110,400000571,,,0,HBC:Rasoi:BIB
9110,400000572,,,0,HBC:Rasoi:BIB
9110,400000573,,,0,HBC:Rasoi:BIB
9110,400000589,,,0,HBC:Rasoi:BIB
9110,400000550,,,880.13,HBC:Rasoi:BIB
9110,400000547,,,880.13,HBC:Rasoi:BIB
9110,400000551,,,0,HBC:Rasoi:BIB
9110,400000556,,,0,HBC:Rasoi:BIB
9110,400000557,,,0,HBC:Rasoi:BIB
9110,400000558,,,0,HBC:Rasoi:BIB
9110,400000559,,,0,HBC:Rasoi:BIB
9110,400000560,,,0,HBC:Rasoi:BIB
9110,400000561,,,0,HBC:Rasoi:BIB
9110,400000584,,,0,HBC:Rasoi:BIB
9110,400000585,,,0,HBC:Rasoi:BIB
9110,400000586,,,0,HBC:Rasoi:BIB
9110,400000587,,,0,HBC:Rasoi:BIB
9110,400000588,,,0,HBC:Rasoi:BIB
9110,400000595,,,0,HBC:Rasoi:BIB
9110,400000716,,,0,HBC:Rasoi:BIB
9110,400000594,,,0,HBC:Rasoi:BIB
9110,400000562,,,0,HBC:Rasoi:BIB
9110,400000564,,,0,HBC:Rasoi:BIB
9110,400000566,,,0,HBC:Rasoi:BIB
9110,400000611,,,0,HBC:Rasoi:BIB
9110,400000635,,,0,HBC:Rasoi:BIB
9110,400000636,,,0,HBC:Rasoi:BIB
9110,400000637,,,0,HBC:Rasoi:BIB
9110,400000698,,,0,HBC:Rasoi:BIB
9110,400000692,,,0,HBC:Rasoi:BIB
9110,400000691,,,0,HBC:Rasoi:BIB
9110,400000693,,,0,HBC:Rasoi:BIB
9110,400000678,,,0,HBC:Rasoi:BIB
9110,400000707,,,0,HBC:Rasoi:BIB
9110,400000712,,,0,HBC:Rasoi:BIB
9110,400000715,,,0,HBC:Rasoi:BIB
9110,400000776,,,0,HBC:Rasoi:BIB
9110,400000782,,,0,HBC:Rasoi:BIB
9117,400000126,,,0,HBC:Rasoi:BIB
9117,400000128,,,0,HBC:Rasoi:BIB
9117,400000139,,,0,HBC:Rasoi:BIB
9117,400000140,,,0,HBC:Rasoi:BIB
9117,400000141,,,0,HBC:Rasoi:BIB
9117,400000151,,,0,HBC:Rasoi:BIB
9117,400000152,,,0,HBC:Rasoi:BIB
9117,400000153,,,0,HBC:Rasoi:BIB
9117,400000154,,,0,HBC:Rasoi:BIB
9117,400000159,,,0,HBC:Rasoi:BIB
9117,400000170,,,0,HBC:Rasoi:BIB
9117,400000173,,,0,HBC:Rasoi:BIB
9117,400000252,,,0,HBC:Rasoi:BIB
9117,400000254,,,0,HBC:Rasoi:BIB
9117,400000255,,,0,HBC:Rasoi:BIB
9117,400000256,,,0,HBC:Rasoi:BIB
9117,400000257,,,0,HBC:Rasoi:BIB
9117,400000259,,,0,HBC:Rasoi:BIB
9117,400000260,,,0,
9117,400000273,,,0,HBC:Rasoi:BIB
9117,400000275,,,0,HBC:Rasoi:BIB
9117,400000360,,,0,
9117,400000362,,,0,
9117,400000370,,,0,
9117,400000373,,,0,
9117,400000377,,,0,
9117,400000378,,,0,
9117,400000387,,,0,
9117,400000397,,,0,HBC:Rasoi:BIB
9117,400000396,,,0,HBC:Rasoi:BIB
9117,400000441,,,0,HBC:Rasoi:BIB
9117,400000449,,,0,HBC:Rasoi:BIB
9117,400000454,,,0,HBC:Rasoi:BIB
9117,400000455,,,0,HBC:Rasoi:BIB
9117,400000430,,,0,HBC:Rasoi:BIB
9117,400000356,,,0,HBC:Rasoi:BIB
9117,400000456,,,0,HBC:Rasoi:BIB
9117,400000457,,,0,HBC:Rasoi:BIB
9117,400000395,,,0,HBC:Rasoi:BIB
9117,400001395,,,0,HBC:Rasoi:BIB
9117,400001455,,,0,HBC:Rasoi:BIB
9117,400000521,,,0,HBC:Rasoi:BIB
9117,400000523,,,0,HBC:Rasoi:BIB
9117,400000481,,,855.79,HBC:Rasoi:BIB
9117,400000480,,,896,HBC:Rasoi:BIB
9117,400000487,,,818.79,HBC:Rasoi:BIB
9117,400000502,,,793.64,HBC:Rasoi:BIB
9117,400000524,,,0,HBC:Rasoi:BIB
9117,400000530,,,896,HBC:Rasoi:BIB
9117,400000455,,,0,HBC:Rasoi:BIB
9117,400000395,,,0,HBC:Rasoi:BIB
9117,400000521,,,0,HBC:Rasoi:BIB
9117,400000523,,,0,HBC:Rasoi:BIB
9117,400000584,,,0,HBC:Rasoi:BIB
9117,400000585,,,0,HBC:Rasoi:BIB
9117,400000586,,,0,HBC:Rasoi:BIB
9117,400000587,,,0,HBC:Rasoi:BIB
9117,400000588,,,0,HBC:Rasoi:BIB
9117,400000595,,,0,HBC:Rasoi:BIB
9117,400000716,,,0,HBC:Rasoi:BIB
9117,400000562,,,0,HBC:Rasoi:BIB
9117,400000564,,,0,HBC:Rasoi:BIB
9117,400000566,,,0,HBC:Rasoi:BIB
9117,400000611,,,0,HBC:Rasoi:BIB
9117,400000635,,,0,HBC:Rasoi:BIB
9117,400000636,,,0,HBC:Rasoi:BIB
9117,400000637,,,0,HBC:Rasoi:BIB
9117,400000465,,,0,HBC:Rasoi:BIB
9117,400000692,,,0,HBC:Rasoi:BIB
