Customer Code,Product Desc,April,April Achv.,April prev year,April prev year Achv.,May,May Achv.,May prev year,May prev year Achv.,June,June Achv.,June prev year,June prev year Achv.,July,July Achv.,July prev year,July prev year Achv.,August,August Achv.,August prev year,August prev year Achv.,September,September Achv.,September prev year,September prev year Achv.,October,October Achv new,October  prev year,October prev year Achv.,November,November Achv.,November  prev year,November prev year Achv.,December,December Achv.,December  prev year,December prev year Achv.,January,January Achv.,January  prev year,January prev year Achv.,February,February Achv.,February  prev year,February prev year Achv.,March,March Achv.,March prev year,March prev year Achv.
A010,F000000001,2000,2673.5,1500,1525,2000,2423,1700,1642.5,1300,1447.5,1600,892.5,1300,1849.9,0,1301,1300,1418.8,1150,1072.5,1300,1509.15,1050,981,1300,1662.8,1200,1230.5,1700,0,1250,1488.5,1850,0,1200,1705,2200,0,1150,2150.5,2200,0,1500,2211.5,2500,0,1600,2807.3
NEA033,F000000001,60,35.5,0,57,60,47,0,39,50,21,0,32,50,29.5,0,23.5,50,20,0,50,50,12,0,7,50,32,0,7,60,0,0,37,60,0,0,18.5,70,0,0,35,60,0,0,34,70,0,0,60
NEA103,F000000001,150,132,0,90,150,146,0,90,120,119.4,0,104.5,120,104.75,0,105,120,149.7,0,120,120,104.9,0,105,120,90,0,105,150,0,0,128,120,0,0,152,150,0,0,144,150,0,0,218,150,0,0,225
A200,F000000001,400,532,0,390,400,725.85,0,343,380,416.8,0,285,380,520.3,0,373,380,449.3,0,420,380,496.2,0,300,380,449.8,0,382,400,0,0,340,450,0,0,447.5,480,0,0,497,450,0,0,507,600,0,0,723.9
NEB094,F000000001,120,94.25,0,138.5,120,162.55,0,87,100,107.5,0,59.5,100,130.05,0,96.5,100,173,0,120,110,96.3,0,70,110,132,0,75,100,0,0,125,150,0,0,108.5,150,0,0,115,135,0,0,120,100,0,0,178.5
B054,F000000001,230,248,0,207,230,349.5,0,165,200,183.3,0,188.5,200,261.65,0,239,200,224.85,0,244,200,189,0,182.5,200,123,0,239,250,0,0,230.5,250,0,0,209,300,0,0,300,300,0,0,284,320,0,0,353.5
B201,F000000001,20,77.5,0,60,20,75,0,110,20,89.95,0,75,25,90,0,90,25,104.8,0,0,45,59.95,0,0,45,55.5,0,0,50,0,0,0,50,0,0,0,50,0,0,40,50,0,0,40,100,0,0,63
NEB026,F000000001,300,289.5,0,305.5,300,245.5,0,257.5,250,155,0,150,225,220,0,207,225,193,0,158.5,225,174.5,0,93,225,138.5,0,209.5,275,0,0,257,350,0,0,283,350,0,0,221.5,350,0,0,205.5,400,0,0,351.5
B103,F000000001,75,45,0,57.5,75,45,0,45,60,33,0,22.5,60,39,0,46,60,39,0,54.5,60,51,0,17.5,60,54,0,46.5,75,0,0,57,75,0,0,69,80,0,0,48,75,0,0,54,80,0,0,66
B110,F000000001,85,55.5,0,176.5,85,58.25,0,135,65,74,0,120.6,65,44.75,0,127,65,58.5,0,107.75,65,40,0,50.75,65,60.5,0,0,85,0,0,0,85,0,0,28.75,100,0,0,60.45,100,0,0,51.75,125,0,0,13.75
NEC004,F000000001,500,766.5,0,331.5,500,584.5,0,282,400,501,0,124.5,375,719.3,0,209.25,375,634.05,0,301.5,375,533.5,0,223.5,375,800,0,266,400,0,0,303.5,525,0,0,500.75,575,0,0,602.5,525,0,0,665,600,0,0,1020.75
NEC003,F000000001,75,108,0,105,75,105,0,105,75,59.35,0,45,75,75.65,0,60,75,74.9,0,45,75,71.75,0,45,75,82,0,60,75,0,0,60,75,0,0,82,105,0,0,110,105,0,0,105,135,0,0,84.7
C035,F000000001,130,147,0,107.7,130,153.4,0,128,100,55.5,0,87,100,137.5,0,106.25,100,85.5,0,100,100,128,0,30,100,70,0,0,120,0,0,0,130,0,0,73,150,0,0,114,135,0,0,131,200,0,0,211
NED071,F000000001,60,30,0,35,60,55,0,34,50,20,0,32.5,50,45,0,50.5,50,35,0,50,50,30,0,37.5,50,45,0,73.5,60,0,0,50,70,0,0,64,70,0,0,35,70,0,0,60,70,0,0,74.5
D006,F000000001,75,0,0,38.5,75,137.5,0,0,60,-0.15,0,60,60,-0.1,0,0,60,5,0,100,60,38.5,0,53,60,0,0,30,75,0,0,65,75,0,0,40,80,0,0,45,75,0,0,35,80,0,0,109.7
D133,F000000001,30,6,0,30,30,55.5,0,15,30,36.5,0,0,30,0,0,30,30,14,0,60,30,0,0,15,30,0,0,30,45,0,0,30,45,0,0,19.5,45,0,0,30,45,0,0,44.5,45,0,0,45.45
D085,F000000001,250,198.5,0,340.3,250,205.5,0,276.75,200,113.5,0,257.5,175,171,0,286,175,131.25,0,238,175,127,0,77.5,175,119.5,0,174.5,200,0,0,160.5,275,0,0,220.5,320,0,0,143,315,0,0,141.5,350,0,0,160
NED067,F000000001,60,21.5,0,35,60,26,0,57.5,50,32.45,0,45.5,60,19,0,15,60,16.5,0,22.5,60,6.5,0,29,60,0,0,33.5,75,0,0,27.5,75,0,0,61.5,75,0,0,30,75,0,0,34,90,0,0,36.5
NED022,F000000001,30,8.5,0,5,30,5,0,22,30,12,0,15,30,5,0,35,30,20,0,5,30,20,0,3.5,30,21.5,0,11,30,0,0,14.5,30,0,0,19,35,0,0,31,35,0,0,19.5,35,0,0,40.5
E003,F000000001,30,5,0,5,30,0,0,21,30,0,0,5,30,18,0,0,30,18,0,0,30,0,0,0,30,21.5,0,0,30,0,0,26,30,0,0,32,35,0,0,12,30,0,0,24.5,35,0,0,35
E018,F000000001,30,36,0,27,30,32.5,0,10,25,16,0,5,25,41,0,0,25,17,0,32,25,24.5,0,0,25,26,0,19,30,0,0,0,30,0,0,0,35,0,0,7,35,0,0,24,35,0,0,19
G056,F000000001,35,28.5,0,33,35,31.5,0,30,35,12,0,18,35,12,0,18,35,24,0,18,35,26,0,10.5,35,24,0,23,40,0,0,16.5,35,0,0,11,40,0,0,71.5,40,0,0,30,40,0,0,61.5
G051,F000000001,30,15,0,28.5,30,15,0,50,30,7,0,10,30,13.5,0,7,30,10,0,17,30,25,0,21,30,31.5,0,32.5,30,0,0,28.5,30,0,0,37,40,0,0,13.5,30,0,0,38.5,40,0,0,15
NEG007,F000000001,30,0,0,0,30,15,0,45,30,15,0,30,45,15,0,0,45,15,0,30,45,15,0,15,45,0,0,35,45,0,0,30,45,0,0,25,45,0,0,60.5,45,0,0,82,45,0,0,36.35
I015,F000000001,30,52,0,17.5,30,45.5,0,17.5,30,27,0,14,30,45.5,0,3.5,30,34.5,0,29.5,30,21,0,15,30,3.5,0,24,30,0,0,7,30,0,0,0,35,0,0,32,35,0,0,75,35,0,0,71.5
J033,F000000001,120,352,0,57,120,308,0,105,90,163.35,0,45,105,208.15,0,75,105,237.65,0,75,105,163.8,0,120,105,240,0,105,180,0,0,150,200,0,0,176,220,0,0,197,220,0,0,244,250,0,0,290.15
J043,F000000001,150,161,0,75,150,107,0,105.5,100,108.1,0,71,100,104.9,0,148,100,103.7,0,157,100,112.5,0,31.5,100,105,0,105.5,125,0,0,106.5,150,0,0,89,165,0,0,113.5,120,0,0,114.5,150,0,0,170
NEJ040,F000000001,50,18,0,45,50,45,0,30,30,14.95,0,15,45,45,0,24,45,15,0,30,45,30,0,30,45,45,0,30,45,0,0,45,45,0,0,31.5,45,0,0,60,45,0,0,60,60,0,0,59.95
K008,F000000001,90,23,0,58,90,111.5,0,16,90,154.5,0,50,90,36,0,54,90,0,0,86,90,0,0,8.5,90,0,0,28,90,0,0,84,115,0,0,49,150,0,0,78,120,0,0,108,150,0,0,117
K010,F000000001,50,37.5,0,43,50,28,0,25.5,40,37.5,0,26.5,40,51.5,0,23,40,31,0,34.5,40,31,0,24.5,40,36.5,0,28,50,0,0,22.5,50,0,0,17.5,60,0,0,29.5,60,0,0,43.5,80,0,0,30.5
K109,F000000001,175,117.5,0,129,175,136.5,0,81,125,81,0,58.5,120,120,0,122,120,107.5,0,119.5,120,132.4,0,77.5,120,99,0,117.8,180,0,0,173,180,0,0,176.8,200,0,0,169.8,200,0,0,189,200,0,0,189.5
K046,F000000001,30,30,0,60,30,54,0,18,30,18,0,6,30,60,0,6,30,30,0,18,30,30,0,42,30,30,0,11,30,0,0,6,30,0,0,18,40,0,0,24,30,0,0,48,40,0,0,66
K055,F000000001,450,502,0,301,450,553,0,253,350,388.2,0,175,325,481.75,0,232.75,325,378.5,0,250.75,325,457.25,0,212.75,325,332.5,0,307.5,385,0,0,341,425,0,0,401.75,500,0,0,420.75,500,0,0,610.25,525,0,0,721.5
M220,F000000001,90,64,0,80,90,41.5,0,95,90,45,0,45,90,76.5,0,105,90,86,0,75,90,15,0,65,90,30,0,60,110,0,0,84,120,0,0,93,130,0,0,94,120,0,0,100,150,0,0,142.2
N001,F000000001,30,3,0,38,30,15,0,27,20,11.5,0,3,20,3,0,3,20,6,0,15,20,0,0,15,20,15,0,15,30,0,0,3,30,0,0,6,30,0,0,0,30,0,0,0,30,0,0,6
N019,F000000001,650,845.5,550,585,650,954.2,600,574,500,687.75,550,321,500,756.45,0,492,500,721.45,450,529,500,716.4,400,369,500,623.5,450,562,600,0,480,505,700,0,465,731,750,0,450,717.5,750,0,550,724.5,750,0,600,999.9
P097,F000000001,50,53,0,68,50,57,0,40,50,46,0,21,50,37,0,21,50,26,0,20.5,50,31.5,0,18,50,32.5,0,24.5,50,0,0,27,50,0,0,78.5,60,0,0,67,50,0,0,62,60,0,0,87.5
P058,F000000001,20,0,0,65,20,30,0,41,20,15,0,30,20,15,0,0,20,0,0,0,20,45,0,0,20,59,0,0,15,0,0,0,15,0,0,0,30,0,0,17,30,0,0,50,40,0,0,30
NEP100,F000000001,140,250,0,54.5,140,262.85,0,89,100,148.6,0,53.5,100,194.8,0,81,100,135,0,118.5,100,135,0,130,100,145.5,0,125.5,140,0,0,135.5,170,0,0,146.5,200,0,0,147,200,0,0,206.5,200,0,0,299.3
P134,F000000001,150,47,0,40,150,55,0,40,100,34.55,0,0,120,-0.2,0,37.5,120,39.5,0,30,120,48,0,72.5,120,59.5,0,80,160,0,0,111.5,170,0,0,110,200,0,0,73,200,0,0,53,200,0,0,53.95
NER084,F000000001,460,546.5,0,370,460,595.95,0,334,400,451.1,0,240,420,397.9,0,417,420,390,0,339,420,355,0,275,420,575,0,377,400,0,0,473,400,0,0,513,450,0,0,577.5,450,0,0,624,550,0,0,680.85
R013,F000000001,200,252,0,143.5,200,270,0,150,180,224,0,120,200,254.95,0,138,200,255,0,135,180,194.95,0,165,180,210,0,165,215,0,0,190,225,0,0,238,240,0,0,247,240,0,0,265,270,0,0,323.5
NER088,F000000001,100,69,0,50,100,96,0,76.5,80,42,0,65,80,66,0,72,80,66,0,57,80,45.5,0,51.5,80,18.5,0,86.5,100,0,0,82.5,100,0,0,126.3,120,0,0,121.5,100,0,0,107.2,120,0,0,113.5
S351,F000000001,350,347,0,310,350,325,0,365,200,314.5,0,135,220,296,0,148,220,316.55,0,157,220,312.65,0,183.5,220,240,0,247,280,0,0,231,300,0,0,283,380,0,0,303,350,0,0,266,400,0,0,345.05
S434,F000000001,270,240,0,270,270,271,0,233,160,204.4,0,119,170,227.5,0,202,170,255,0,182.5,170,296,0,168,170,232,0,159,190,0,0,183,200,0,0,164,200,0,0,166,200,0,0,220,250,0,0,287
S014,F000000001,30,15,0,15,30,30,0,30,30,29.95,0,30,30,45.5,0,15,30,45,0,30,30,25.35,0,15,30,34,0,15,30,0,0,38,40,0,0,28,40,0,0,15,40,0,0,40,45,0,0,35
S017,F000000001,30,12,0,10.5,30,27,0,14,30,9,0,3.5,30,21,0,12,30,6.5,0,21,30,9,0,0,30,9,0,10.5,30,0,0,9,30,0,0,21,30,0,0,21.5,20,0,0,31,30,0,0,12
S206,F000000001,150,0,0,125,150,0,0,175,150,-0.35,0,60,150,58.45,0,75,150,38,0,45,150,31.5,0,20,150,29,0,55,220,0,0,20,250,0,0,38.5,300,0,0,35,280,0,0,30,300,0,0,15
S169,F000000001,425,413.5,0,272,425,443.5,0,300,350,303,0,215.25,350,397.5,0,296.75,350,372.5,0,302,350,280.5,0,243,350,420.5,0,327.85,400,0,0,328.5,450,0,0,373.5,500,0,0,401,450,0,0,381.95,525,0,0,550.75
NES075,F000000001,50,45,0,30,50,48.5,0,30,40,35.85,0,0,40,29.5,0,0,40,38.5,0,30,40,43,0,33.5,40,51,0,18.5,30,0,0,15,30,0,0,17,40,0,0,29.5,40,0,0,94,40,0,0,109
NES025,F000000001,200,281,0,187,200,323.5,0,168.5,150,228.4,0,107.5,160,334,0,163,160,241.35,0,125,160,282,0,108.5,160,256.5,0,106,120,0,0,135,150,0,0,155.5,185,0,0,149.5,180,0,0,226.5,200,0,0,315.5
S264,F000000001,200,187.5,0,301.5,200,138,0,234,175,139.25,0,62.5,175,141,0,105.5,175,146.5,0,154.5,175,61.5,0,127.5,175,143.5,0,127.5,175,0,0,144.5,225,0,0,184,250,0,0,174,225,0,0,150,280,0,0,242
S151,F000000001,900,1025,850,607.5,900,1093.75,900,601,800,884.2,875,472.5,750,1111.2,0,702.5,750,746,625,501.35,750,872,575,447.6,750,950,650,589.1,825,0,750,652,1000,0,700,825.5,1075,0,625,907.75,1000,0,850,918,1200,0,850,1361.75
NES157,F000000001,30,0,0,31,30,35,0,23,30,40,0,29,30,51,0,60,30,38.5,0,36,35,34,0,23,35,27,0,33.5,35,0,0,10,35,0,0,57,45,0,0,43,40,0,0,19.6,40,0,0,36
S111,F000000001,50,61,0,47,50,15,0,46,50,16,0,81.5,50,9.5,0,9,50,34,0,12,50,12,0,25,50,16.25,0,21,50,0,0,19,50,0,0,32,55,0,0,30.5,50,0,0,45,55,0,0,37.5
S118,F000000001,70,25.5,0,104,70,62.5,0,58,60,50,0,38,60,50,0,50,60,28,0,77.5,60,49,0,93.5,60,25,0,62.5,70,0,0,48.5,70,0,0,40,90,0,0,50,90,0,0,50,125,0,0,77.5
NES174,F000000001,50,50.5,0,24.5,50,35,0,21.75,50,52,0,20,50,33.5,0,23.5,50,4,0,53.4,50,19,0,29.5,50,57,0,33.45,50,0,0,35,50,0,0,53.5,55,0,0,44.5,50,0,0,20.5,55,0,0,50
S075,F000000001,425,401.5,0,366,425,505,0,285.5,375,303,0,194,350,220,0,202.5,350,351,0,250,350,334.5,0,233.5,350,348,0,253,375,0,0,416,450,0,0,361.5,500,0,0,427,450,0,0,428,525,0,0,752.5
S275,F000000001,100,22,0,163.25,100,89.25,0,103.5,80,42.2,0,49,80,55.25,0,51.5,80,78.5,0,113.25,80,79,0,66.75,80,17,0,53.75,100,0,0,69.5,125,0,0,128,150,0,0,94,150,0,0,127.5,200,0,0,6
T001,F000000001,30,16,0,30,30,14,0,17.5,30,11,0,9,30,21,0,13.5,30,6,0,30.75,30,20.5,0,22,30,10,0,11,30,0,0,11.5,30,0,0,42,35,0,0,53,30,0,0,37.5,35,0,0,40
NEA133,F000000001,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.5
NED098,F000000001,60,18.25,0,0,60,35,0,0,50,35,0,0,50,31,0,0,50,26,0,0,50,35.5,0,0,50,50,0,0,60,0,0,0,60,0,0,0,70,0,0,15,60,0,0,71,70,0,0,62.5
NED086,F000000001,70,32.5,0,0,70,50,0,0,60,25,0,0,60,52.5,0,0,60,67,0,0,60,35,0,30,60,52,0,69.9,70,0,0,40,70,0,0,50,75,0,0,55,75,0,0,50.5,90,0,0,100.5
NEH041,F000000001,30,10,0,0,30,11,0,0,30,6,0,0,30,12,0,12,30,5,0,6,30,10,0,9.5,30,6,0,12,30,0,0,17,30,0,0,18.5,35,0,0,20,35,0,0,15,35,0,0,15
NEK066,F000000001,175,104.5,0,0,175,153.25,0,0,150,98,0,0,150,166.5,0,66,150,111.5,0,196,150,91,0,101.5,150,139.75,0,94.5,150,0,0,50,200,0,0,0,230,0,0,27,200,0,0,205,200,0,0,131
NEK073,F000000001,50,0,0,0,50,19,0,0,40,3.5,0,0,40,0,0,0,40,3,0,0,40,0,0,0,40,0,0,0,60,0,0,3.5,60,0,0,22.5,75,0,0,30.5,55,0,0,31.5,75,0,0,22
NEM143,F000000001,50,15,0,0,50,12,0,0,40,13.5,0,0,40,10.5,0,0,40,10.5,0,0,40,0,0,0,40,12,0,14,60,0,0,41,60,0,0,75,75,0,0,22,75,0,0,28.5,90,0,0,17.5
NEM154,F000000001,60,30,0,0,60,30,0,0,50,42.9,0,0,50,21,0,0,50,45,0,0,50,13.9,0,0,50,32,0,0,60,0,0,0,60,0,0,48.5,75,0,0,66,75,0,0,53.5,90,0,0,44
NEO012,F000000001,100,92,0,0,100,60,0,0,80,29.05,0,0,80,30,0,0,80,29.95,0,15,70,44.95,0,45,70,15,0,30,80,0,0,31,80,0,0,129,120,0,0,105,100,0,0,128,100,0,0,144
NER095,F000000001,440,582.5,0,355,440,622,0,332,360,500,0,248,380,621.5,0,282,380,551,0,268,380,484,0,243,380,493.5,0,333,300,0,0,366,300,0,0,468,490,0,0,480,450,0,0,601,500,0,0,706
NER102,F000000001,90,90,0,0,90,133,0,0,90,91,0,17.5,90,129.5,0,77,90,64.5,0,80.5,90,76.5,0,73.5,90,90,0,76,90,0,0,66.5,90,0,0,79.5,100,0,0,89,90,0,0,119,100,0,0,105
NES216,F000000001,60,32,0,0,60,37.5,0,0,60,47.5,0,0,60,85,0,0,60,31,0,0,60,37.5,0,12.5,60,30,0,34.5,60,0,0,70,60,0,0,73.5,60,0,0,57.5,60,0,0,50.5,60,0,0,52
NES230,F000000001,25,7,0,0,25,7,0,0,25,9.5,0,0,25,9,0,0,25,10,0,0,20,7,0,0,20,9.5,0,0,25,0,0,3.5,20,0,0,16.5,20,0,0,15,20,0,0,21,25,0,0,25
NEM167,F000000001,20,35,0,0,20,38,0,0,20,23,0,0,20,48.5,0,0,20,19,0,0,20,31,0,0,20,35.5,0,0,20,0,0,0,20,0,0,0,20,0,0,0,20,0,0,7,20,0,0,33
NEG073,F000000001,20,63,0,0,20,65.5,0,0,20,45.4,0,0,20,52.5,0,0,20,28,0,0,20,17.5,0,0,20,28,0,0,30,0,0,0,30,0,0,0,45,0,0,0,50,0,0,0,60,0,0,35
NER131,F000000001,15,21,0,0,15,38,0,0,15,6,0,0,15,54,0,0,15,16,0,0,15,23,0,0,15,24,0,0,15,0,0,0,15,0,0,0,30,0,0,0,15,0,0,0,30,0,0,18.5
NEB143,F000000001,15,51,0,0,15,107.8,0,0,15,63,0,0,15,77.9,0,0,15,51,0,0,15,33.25,0,0,15,78.75,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,33.5
J017,F000000001,20,39,0,0,20,8.5,0,0,20,2.5,0,0,20,2.5,0,0,20,0,0,0,20,5,0,0,20,0,0,0,30,0,0,0,30,0,0,0,30,0,0,0,30,0,0,6,30,0,0,34
A007,F000000001,275,233,0,225,245,255,0,225,165,178.8,0,135,165,179.5,0,165,165,150,0,135,165,149.7,0,120,165,150,0,120,165,0,0,75,235,0,0,134,275,0,0,140,260,0,0,209,290,0,0,222.9
A071,F000000001,275,329,0,222,305,261.5,0,277,220,198,0,176,220,156.5,0,213,220,147,0,210,220,152.5,0,173,220,240.5,0,242,220,0,0,260.5,290,0,0,334,275,0,0,275.15,300,0,0,252.5,335,0,0,284.5
A012,F000000001,2015,2489,2100,1601,2105,2028.25,2000,1933.5,1300,1536.4,1650,1066,1300,1696.55,0,1272.5,1300,1709.45,1475,1028.5,1300,1334.35,1200,800.5,1300,1636.5,1600,1136.5,1300,0,1600,1125,2010,0,2000,1641.5,2015,0,2100,2003.1,2180,0,1900,1993,2440,0,2000,2952.95
A131,F000000001,75,117,0,60,85,115,0,75,70,74.95,0,45,70,75,0,60,70,75,0,45,70,45,0,30,70,75,0,45,70,0,0,60,80,0,0,28,75,0,0,78,100,0,0,60,110,0,0,75
A062,F000000001,75,61,0,60,30,60,0,30,45,59.8,0,15,45,45,0,30,45,30,0,15,45,30,0,0,45,45,0,15,45,0,0,15,30,0,0,10,75,0,0,70,75,0,0,39,85,0,0,47
A028,F000000001,655,829,720,525,770,654.15,680,706,580,648.75,500,480,580,638.15,0,509,580,628.6,450,545,580,501.45,500,444,580,813,550,435,580,0,550,475,735,0,650,775,655,0,680,656,730,0,650,851,820,0,800,917.85
B180,F000000001,130,188,0,119,155,150,0,165,125,89.9,0,105,125,134.1,0,105,125,120,0,105,125,60,0,30,125,120,0,60,125,0,0,54,150,0,0,59,130,0,0,121,175,0,0,133,195,0,0,111
B124,F000000001,360,130,0,285,445,135,0,410,375,88.75,0,210,375,44,0,303.5,375,90,0,285,375,45,0,270,375,0,0,225,375,0,0,181,425,0,0,158,360,0,0,168,385,0,0,198,430,0,0,115
NEB022,F000000001,75,81,0,35,45,46,0,45,85,30.1,0,15,85,41.9,0,15,85,37,0,15,85,45,0,15,85,51,0,15,85,0,0,45,45,0,0,62,75,0,0,75,85,0,0,50,95,0,0,112.4
NEB097,F000000001,25,35,0,15,15,25,0,15,35,14.8,0,15,35,14.9,0,15,35,15,0,30,35,15,0,15,35,15,0,15,35,0,0,15,15,0,0,25,25,0,0,15,30,0,0,0,35,0,0,27
B152,F000000001,55,62.5,0,45,65,52,0,60,35,14.95,0,30,35,29.95,0,30,35,15,0,30,35,15,0,15,35,30,0,15,35,0,0,31,60,0,0,10,55,0,0,80,65,0,0,45,75,0,0,59.75
B011,F000000001,1150,1263.5,0,960,1025,1297,0,928,945,875.45,0,795,945,915.6,0,764,945,968.95,0,600,945,694.95,0,635,945,938,0,695,945,0,0,755,980,0,0,946,1150,0,0,1069.7,1200,0,0,1036,1345,0,0,1364
B087,F000000001,90,72,0,70,80,60,0,75,70,45,0,15,70,45,0,45,70,45,0,45,70,30,0,30,70,45,0,60,70,0,0,15,75,0,0,40,90,0,0,48,85,0,0,34,95,0,0,51
B122,F000000001,130,115,0,45,100,106,0,90,110,70,0,90,110,79.95,0,75,110,60,0,60,110,74.7,0,60,110,120,0,45,110,0,0,150,95,0,0,57,130,0,0,91,135,0,0,92,150,0,0,133.5
B125,F000000001,330,387,0,281,335,362,0,314.5,190,241.7,0,131,190,217.5,0,185,190,220,0,123,190,197.5,0,149,190,263,0,148,190,0,0,170,320,0,0,262,330,0,0,299.5,360,0,0,335,405,0,0,536.5
B033,F000000001,35,33,0,30,45,42.5,0,45,35,21,0,15,35,15,0,30,35,15,0,17,35,0,0,38,35,15,0,30,35,0,0,15,45,0,0,0,35,0,0,32,45,0,0,24,50,0,0,30
B149,F000000001,220,237.5,0,198,235,238.5,0,217,140,219,0,130,140,154,0,152,140,153.05,0,109,140,131.5,0,112,140,132,0,110,140,0,0,132,225,0,0,197,220,0,0,216.5,235,0,0,171.5,265,0,0,260
C050,F000000001,50,20,0,42,50,30,0,45,35,15,0,15,35,29.95,0,15,35,14.9,0,45,35,15,0,30,35,15,0,15,35,0,0,15,45,0,0,18,50,0,0,18,60,0,0,19,65,0,0,25
C025,F000000001,175,37,0,139,95,65,0,88,100,44,0,0,100,0,0,86,100,0,0,57,100,10,0,76,100,22,0,37,100,0,0,62,90,0,0,104,175,0,0,43,185,0,0,108,205,0,0,121.5
C090,F000000001,35,44,0,21,75,43,0,65,70,21.5,0,22,70,43,0,42,70,43,0,42,70,22,0,22,70,22,0,43,70,0,0,22,70,0,0,43,35,0,0,42.5,45,0,0,43,50,0,0,57
F014,F000000001,125,157,0,97,65,106.25,0,60,55,166.9,0,20,55,220,0,17,55,103,0,60,55,150.6,0,15,55,167,0,38,55,0,0,60,60,0,0,40,125,0,0,62,135,0,0,117,150,0,0,200
G087,F000000001,110,181,0,80,115,119.95,0,104,115,214.9,0,88.5,115,193,0,91,115,172,0,61,115,131,0,63,115,242,0,20,115,0,0,150,110,0,0,215.5,110,0,0,188.5,120,0,0,131,135,0,0,181
G061,F000000001,670,549,0,533,450,467,0,419,370,626.65,0,312,370,446.15,0,403,370,464.6,0,262,370,507.3,0,275,370,436.5,0,197.3,370,0,0,253,430,0,0,258,670,0,0,283.5,715,0,0,427,800,0,0,726
G052,F000000001,720,775.5,0,575,440,609,0,404,485,567,0,401,485,408,0,268,485,462,0,234,485,326,0,253,485,521,0,356,485,0,0,380,420,0,0,523,720,0,0,553,780,0,0,729,875,0,0,877
NEG024,F000000001,220,201,0,172,155,170,0,129,240,152,0,177,240,158,0,165.5,240,166,0,173,240,137,0,127,240,157,0,97,240,0,0,154,150,0,0,203,220,0,0,197,235,0,0,211.5,265,0,0,156.9
G078,F000000001,405,172.5,0,325,270,237.5,0,247,240,261,0,175,240,175.5,0,192,240,109,0,130,240,132,0,114.5,240,241,0,154,240,0,0,174,260,0,0,218,405,0,0,210,435,0,0,194,485,0,0,365.5
NEH016,F000000001,80,44,0,64,75,65.5,0,66,75,64.95,0,65,75,21,0,42,75,44,0,42,75,44,0,42,75,44,0,43.5,75,0,0,22,70,0,0,44,80,0,0,61,95,0,0,100,105,0,0,22
H016,F000000001,745,892.25,670,614,860,759.5,650,789,480,625.55,500,358,480,587.5,0,308,480,477.5,240,307,480,458.5,300,326,480,501.5,450,445,480,0,450,393,820,0,450,720.5,745,0,650,818.65,800,0,450,686,895,0,670,862.7
H048,F000000001,610,649,0,511.5,490,507.5,0,446,400,512,0,292,400,461,0,267,400,394.95,0,233,400,489.45,0,283,400,592,0,288,400,0,0,363,465,0,0,340,610,0,0,464,660,0,0,423,740,0,0,776
NEJ026,F000000001,45,20,0,0,40,21,0,40,35,0,0,29,35,0,0,30,35,0,0,20,35,0,0,21,35,0,0,20,35,0,0,30,40,0,0,20,45,0,0,51.5,55,0,0,42,60,0,0,32
J054,F000000001,45,30.5,0,70,40,25,0,90,55,14.7,0,30,55,44.9,0,30,55,15,0,0,55,15,0,0,55,15,0,0,55,0,0,0,40,0,0,0,45,0,0,35,55,0,0,25,60,0,0,33.95
J119,F000000001,70,0,0,57,105,0,0,97,45,-0.05,0,41,45,0,0,40,45,0,0,40,45,0,0,40,45,0,0,20,45,0,0,0,100,0,0,0,70,0,0,22,80,0,0,20,90,0,0,75
NEJ030,F000000001,150,147,0,90,170,200,0,155,155,128,0,75,155,124,0,125,155,120,0,95,155,84,0,60,155,100,0,80,155,0,0,90,160,0,0,154,150,0,0,158,165,0,0,179,185,0,0,147
K171,F000000001,160,174,0,138,145,131,0,136,125,44,0,97,125,66,0,17,125,44,0,50,125,66,0,69,125,88,0,44,125,0,0,69,140,0,0,131,160,0,0,68,175,0,0,96,195,0,0,194
K068,F000000001,765,870,0,667,665,433,0,609,450,414,0,345,450,472,0,340,450,374,0,319,450,435,0,289,450,563,0,261,450,0,0,302,635,0,0,316,765,0,0,383,800,0,0,515,895,0,0,712.75
NEL008,F000000001,110,123,0,92.5,125,131,0,117,100,65,0,88,100,85,0,95,100,84,0,80,100,104.5,0,82,100,108,0,81,100,0,0,100,120,0,0,101,110,0,0,140.5,120,0,0,86,135,0,0,171
NEM095,F000000001,160,223,0,127,115,237.55,0,105,100,156,0,78,100,108,0,102,100,130.5,0,60,100,130,0,62,100,131.5,0,95,100,0,0,159,110,0,0,164.5,160,0,0,130.5,170,0,0,171,190,0,0,256
NEM059,F000000001,75,36,0,60,40,36,0,35,35,39.2,0,30,35,40.9,0,30,35,15,0,30,35,15,0,30,35,21,0,30,35,0,0,30,35,0,0,30,75,0,0,25,85,0,0,36,95,0,0,78
NEM083,F000000001,45,15,0,15,30,0,0,30,35,0,0,15,35,15,0,0,35,0,0,15,35,15,0,15,35,0,0,0,35,0,0,15,30,0,0,30,45,0,0,35,50,0,0,39,55,0,0,30
M407,F000000001,195,21,0,156,155,0,0,139,130,22,0,60,130,21,0,60,130,21,0,100,130,0,0,81,130,22,0,121,130,0,0,120,145,0,0,98,195,0,0,58,215,0,0,20,240,0,0,86
