Branch code/name,Prod_Code,prod_desc,brand_code (fk)/brand_name,brand_form_code (fk)/brand_form_name,brand_sub_form_code(fk)/brand_sub_form_name,cl_stk,acends,black_list,vertical_value,UOM1,UOM2,Conversion,Pack size,UOM3,Conversion2,TD
West Bengal,160001000250,Jam Mango 250 Gms.Rs-60/-,Food Products,Jam,Jam Mango,0,Y,N,Food Products,pcs,Kgs,0.25,,,,0
West Bengal,160001000500,Jam Mango 500 Gms.RS-106/-,Food Products,Jam,Jam Mango,0,Y,N,Food Products,pcs,Kgs,0.5,,,,0
West Bengal,160002000250,Jam Mixed Fruit 250 Gms.Rs-60/-,Food Products,Jam,Jam Mixed Fruit,0,Y,N,Food Products,pcs,Kgs,0.25,,,,0
West Bengal,160002000500,Jam Mixed Fruit 500 Gms.Rs-106/-,Food Products,Jam,Jam Mixed Fruit,0,Y,N,Food Products,pcs,Kgs,0.5,,,,0
West Bengal,160003000250,Jam Pineapple 250 Gms.Rs-60/-,Food Products,Jam,Jam Pineapple,0,Y,N,Food Products,pcs,Kgs,0.25,,,,0
West Bengal,160003000500,Jam Pineapple 500 Gms.Rs-106/-,Food Products,Jam,Jam Pineapple,0,Y,N,Food Products,pcs,Kgs,0.5,,,,0
West Bengal,170002000200,Pickle Mango 200 Gms.Rs-46/-,Food Products,Pickle,Pickle Mango,0,Y,N,Food Products,pcs,Kgs,0.2,,,,0
West Bengal,170002000400,Pickle Mango 400 Gms.Rs-84/-,Food Products,Pickle,Pickle Mango,0,Y,N,Food Products,pcs,Kgs,0.4,,,,0
West Bengal,170002001000,Pickle Mango 1000 Gms.Rs-116/-,Food Products,Pickle,Pickle Mango,0,Y,N,Food Products,pcs,Kgs,1,,,,0
West Bengal,170001000200,Pickle Green Chilly 200 Gms.Rs-46/-,Food Products,Pickle,Pickle Green Chilly,0,Y,N,Food Products,pcs,Kgs,0.2,,,,0
